rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
14,UCL,31695,0.11,0.51,87.8,79.1,90.1,95.9,42.4,95.8,2019,0.91,0.84,0.91,0.96,0.42,0.96,0.02,0.01,0.61
15,"University of California, Berkeley",36468,0.13,0.17,87.7,78.7,92.3,99.7,49.3,69.8,2019,0.91,0.83,0.93,1.0,0.49,0.7,0.03,0.02,0.2
16,Columbia University,26586,0.06,0.37,87.2,85.4,83.1,98.8,44.8,79.0,2019,0.91,0.9,0.84,0.99,0.45,0.79,0.02,0.01,0.44
17,"University of California, Los Angeles",39464,0.09,0.17,86.4,82.6,87.9,97.8,49.4,62.1,2019,0.9,0.87,0.88,0.98,0.49,0.62,0.03,0.01,0.2
18,Duke University,15037,0.04,0.18,85.4,84.1,78.8,98.2,100.0,61.0,2019,0.89,0.89,0.79,0.98,1.0,0.61,0.01,0.0,0.21
19,Cornell University,21904,0.1,0.25,85.1,79.7,85.4,97.4,36.9,71.8,2019,0.89,0.84,0.86,0.97,0.37,0.72,0.02,0.01,0.3
20,University of Michigan-Ann Arbor,41831,0.08,0.17,84.1,80.0,85.9,96.0,45.9,58.0,2019,0.88,0.85,0.86,0.96,0.46,0.58,0.03,0.01,0.2
21,University of Toronto,72202,0.19,0.19,84.0,75.8,86.3,92.8,50.3,82.8,2019,0.88,0.8,0.87,0.93,0.5,0.83,0.05,0.02,0.23
22,Tsinghua University,36912,0.12,0.11,82.9,87.7,94.1,74.8,99.8,45.8,2019,0.86,0.93,0.95,0.75,1.0,0.46,0.03,0.01,0.13
23,National University of Singapore,30727,0.17,0.28,82.4,77.3,88.8,78.9,67.6,95.5,2019,0.86,0.82,0.89,0.79,0.68,0.96,0.02,0.02,0.33
24,Carnegie Mellon University,13033,0.13,0.47,82.0,69.0,81.2,99.3,48.1,79.4,2019,0.85,0.73,0.82,0.99,0.48,0.8,0.01,0.02,0.56
25,Northwestern University,17600,0.13,0.19,81.7,69.0,83.6,97.8,75.8,63.0,2019,0.85,0.73,0.84,0.98,0.76,0.63,0.01,0.02,0.23
26,London School of Economics and Political Science,10030,0.12,0.7,81.3,71.0,83.1,91.0,34.8,92.5,2019,0.85,0.75,0.84,0.91,0.35,0.93,0.01,0.01,0.83
27,New York University,44433,0.09,0.32,81.0,77.7,76.1,96.6,38.9,65.0,2019,0.84,0.82,0.76,0.97,0.39,0.65,0.03,0.01,0.38
28,University of Washington,45476,0.11,0.16,80.4,70.7,79.7,98.9,47.6,59.3,2019,0.84,0.75,0.8,0.99,0.48,0.59,0.03,0.01,0.19
29,University of Edinburgh,28155,0.13,0.41,79.8,69.2,73.7,96.8,38.2,93.3,2019,0.83,0.73,0.74,0.97,0.38,0.93,0.02,0.02,0.49
30,"University of California, San Diego",31687,0.13,0.2,79.7,65.4,79.2,98.2,96.0,59.9,2019,0.83,0.69,0.8,0.98,0.96,0.6,0.02,0.02,0.24
31,Peking University,42547,0.09,0.17,79.3,88.8,80.4,76.7,48.3,57.5,2019,0.83,0.94,0.81,0.77,0.48,0.58,0.03,0.01,0.2
32,LMU Munich,35389,0.36,0.16,78.3,69.9,76.1,90.2,100.0,65.6,2019,0.82,0.74,0.76,0.9,1.0,0.66,0.03,0.04,0.19
33,University of Melbourne,45030,0.27,0.42,78.3,68.0,73.4,90.3,74.0,93.1,2019,0.82,0.72,0.74,0.9,0.74,0.93,0.03,0.03,0.5
34,Georgia Institute of Technology,21903,0.22,0.27,77.5,62.5,76.1,95.1,62.2,77.1,2019,0.81,0.66,0.76,0.95,0.62,0.77,0.02,0.03,0.32
35,École Polytechnique Fédérale de Lausanne,10343,0.11,0.57,76.9,66.5,66.5,92.8,69.1,98.7,2019,0.8,0.7,0.67,0.93,0.69,0.99,0.01,0.01,0.68
36,University of Hong Kong,18122,0.18,0.43,76.3,72.6,78.4,73.7,56.5,99.7,2019,0.79,0.77,0.79,0.74,0.56,1.0,0.01,0.02,0.51
37,University of British Columbia,53566,0.19,0.3,76.0,60.8,72.6,92.8,42.9,93.9,2019,0.79,0.64,0.73,0.93,0.43,0.94,0.04,0.02,0.36
38,King’s College London,24295,0.12,0.42,75.8,61.1,68.7,95.2,45.9,95.3,2019,0.79,0.65,0.69,0.95,0.46,0.95,0.02,0.01,0.5
39,University of Texas at Austin,48561,0.17,0.1,75.4,68.8,74.2,94.8,48.7,38.0,2019,0.79,0.73,0.75,0.95,0.49,0.38,0.03,0.02,0.12
40,Karolinska Institute,7898,0.09,0.19,74.9,56.1,72.1,96.2,68.6,77.5,2019,0.78,0.59,0.72,0.96,0.69,0.78,0.01,0.01,0.23
41,The Hong Kong University of Science and Technology,10394,0.24,0.31,74.5,56.8,67.6,93.9,65.8,98.0,2019,0.78,0.6,0.68,0.94,0.66,0.98,0.01,0.03,0.37
42,Paris Sciences et Lettres – PSL Research University Paris,20722,0.11,0.26,74.4,74.3,67.8,82.2,49.8,78.3,2019,0.78,0.79,0.68,0.82,0.5,0.78,0.01,0.01,0.31
43,The University of Tokyo,25828,0.08,0.11,74.1,84.0,87.2,61.3,67.2,35.9,2019,0.77,0.89,0.88,0.61,0.67,0.36,0.02,0.01,0.13
44,University of Wisconsin-Madison,39193,0.1,0.12,73.9,70.3,71.0,89.9,46.8,45.6,2019,0.77,0.74,0.71,0.9,0.47,0.46,0.03,0.01,0.14
45,McGill University,31060,0.13,0.28,73.7,64.1,69.4,86.3,42.3,89.4,2019,0.77,0.68,0.7,0.86,0.42,0.9,0.02,0.02,0.33
46,Technical University of Munich,39726,0.51,0.24,73.7,62.9,68.6,88.3,100.0,70.5,2019,0.77,0.67,0.69,0.88,1.0,0.71,0.03,0.06,0.29
47,Universität Heidelberg,20953,0.17,0.17,73.2,68.1,59.0,95.9,55.6,65.7,2019,0.76,0.72,0.59,0.96,0.56,0.66,0.01,0.02,0.2
48,KU Leuven,44719,0.36,0.15,72.6,56.9,70.4,88.9,99.9,70.1,2019,0.76,0.6,0.71,0.89,1.0,0.7,0.03,0.04,0.18
49,Australian National University,16840,0.18,0.39,72.4,55.5,70.6,87.3,49.1,95.0,2019,0.75,0.59,0.71,0.87,0.49,0.95,0.01,0.02,0.46
50,University of Illinois at Urbana-Champaign,43908,0.18,0.24,72.3,63.2,73.5,86.7,49.4,53.5,2019,0.75,0.67,0.74,0.87,0.49,0.54,0.03,0.02,0.29
51,"Nanyang Technological University, Singapore",25738,0.17,0.28,72.2,55.4,65.8,88.6,83.1,95.4,2019,0.75,0.59,0.66,0.89,0.83,0.96,0.02,0.02,0.33
52,"University of California, Santa Barbara",23457,0.28,0.16,71.5,50.9,65.0,98.8,83.4,67.0,2019,0.74,0.54,0.65,0.99,0.83,0.67,0.02,0.03,0.19
53,Brown University,9082,0.11,0.21,71.4,67.3,57.3,95.4,36.2,60.4,2019,0.74,0.71,0.58,0.95,0.36,0.61,0.01,0.01,0.25
54,Chinese University of Hong Kong,17883,0.18,0.33,71.4,59.3,64.9,84.5,54.1,98.6,2019,0.74,0.63,0.65,0.84,0.54,0.99,0.01,0.02,0.39
55,Washington University in St Louis,13074,0.07,0.2,70.9,63.1,56.6,99.1,39.5,56.5,2019,0.74,0.67,0.57,0.99,0.4,0.57,0.01,0.01,0.24
56,University of North Carolina at Chapel Hill,34226,0.09,0.08,70.0,62.2,61.4,96.8,42.4,36.8,2019,0.73,0.66,0.62,0.97,0.42,0.37,0.02,0.01,0.1
57,University of Manchester,36530,0.14,0.39,69.9,57.7,62.0,87.2,45.0,90.1,2019,0.73,0.61,0.62,0.87,0.45,0.9,0.03,0.02,0.46
58,Delft University of Technology,17880,0.2,0.29,69.2,58.1,71.4,70.0,99.6,91.6,2019,0.72,0.61,0.72,0.7,1.0,0.92,0.01,0.02,0.35
59,"University of California, Davis",37847,0.14,0.13,68.5,59.3,63.6,85.6,52.7,61.2,2019,0.71,0.63,0.64,0.86,0.53,0.61,0.03,0.02,0.15
60,The University of Sydney,43333,0.2,0.35,68.5,50.2,61.4,89.1,68.1,87.8,2019,0.71,0.53,0.62,0.89,0.68,0.88,0.03,0.02,0.42
61,Wageningen University & Research,13214,0.21,0.29,68.5,49.2,53.6,96.8,100.0,81.7,2019,0.71,0.52,0.54,0.97,1.0,0.82,0.01,0.02,0.35
62,University of Amsterdam,23778,0.12,0.12,67.9,50.1,61.9,92.3,42.9,74.0,2019,0.71,0.53,0.62,0.92,0.43,0.74,0.02,0.01,0.14
63,Seoul National University,26066,0.12,0.12,67.5,74.6,71.1,64.2,77.2,35.1,2019,0.7,0.79,0.71,0.64,0.77,0.35,0.02,0.01,0.14
64,Purdue University West Lafayette,39409,0.17,0.23,67.4,61.6,68.6,71.1,64.6,71.8,2019,0.7,0.65,0.69,0.71,0.65,0.72,0.03,0.02,0.27
65,Kyoto University,22420,0.09,0.08,67.3,75.9,77.5,55.0,95.6,31.1,2019,0.7,0.8,0.78,0.55,0.96,0.31,0.02,0.01,0.1
66,University of Southern California,35510,0.12,0.25,67.0,53.2,56.6,93.8,39.2,66.3,2019,0.7,0.56,0.57,0.94,0.39,0.66,0.03,0.01,0.3
67,Humboldt University of Berlin,33000,0.59,0.17,66.9,64.1,65.8,72.6,41.8,67.2,2019,0.7,0.68,0.66,0.73,0.42,0.67,0.02,0.07,0.2
68,Leiden University,26321,0.18,0.13,66.3,46.5,62.4,87.3,74.6,74.1,2019,0.69,0.49,0.63,0.87,0.75,0.74,0.02,0.02,0.15
69,The University of Queensland,38187,0.34,0.31,66.0,47.3,57.4,86.5,70.3,91.7,2019,0.69,0.5,0.58,0.86,0.7,0.92,0.03,0.04,0.37
70,Erasmus University Rotterdam,22019,0.2,0.22,65.8,40.6,55.7,97.2,56.8,84.5,2019,0.69,0.43,0.56,0.97,0.57,0.85,0.02,0.02,0.26
71,University of Minnesota,60620,0.12,0.11,65.3,56.8,58.7,85.6,79.4,39.4,2019,0.68,0.6,0.59,0.86,0.79,0.39,0.04,0.01,0.13
72,Ohio State University (Main campus),53540,0.13,0.12,65.3,56.7,54.9,87.1,52.9,58.3,2019,0.68,0.6,0.55,0.87,0.53,0.58,0.04,0.02,0.14
73,Sorbonne University,42681,0.14,0.19,65.1,63.2,53.1,80.6,39.0,67.3,2019,0.68,0.67,0.53,0.81,0.39,0.67,0.03,0.02,0.23
74,Boston University,25095,0.08,0.27,65.0,56.3,44.8,96.8,36.5,62.3,2019,0.68,0.6,0.45,0.97,0.36,0.62,0.02,0.01,0.32
75,Utrecht University,31551,0.14,0.07,65.0,43.8,61.2,90.7,62.9,63.1,2019,0.68,0.46,0.62,0.91,0.63,0.63,0.02,0.02,0.08
76,University of Freiburg,22005,0.44,0.22,64.7,50.5,53.1,85.8,100.0,71.6,2019,0.67,0.53,0.53,0.86,1.0,0.72,0.02,0.05,0.26
77,McMaster University,24602,0.27,0.16,64.4,44.0,48.2,94.3,93.5,80.5,2019,0.67,0.47,0.48,0.94,0.94,0.81,0.02,0.03,0.19
78,University of Bristol,20570,0.13,0.27,64.3,44.8,48.6,96.1,40.5,86.3,2019,0.67,0.47,0.49,0.96,0.4,0.86,0.01,0.02,0.32
79,University of Groningen,26183,0.24,0.18,64.1,42.5,54.4,90.7,79.7,77.5,2019,0.67,0.45,0.55,0.91,0.8,0.78,0.02,0.03,0.21
80,University of Warwick,19650,0.13,0.41,64.1,48.0,51.8,87.0,41.5,93.3,2019,0.67,0.51,0.52,0.87,0.42,0.93,0.01,0.02,0.49
81,Penn State (Main campus),45704,0.15,0.15,63.8,53.2,62.5,81.1,50.8,46.4,2019,0.66,0.56,0.63,0.81,0.51,0.46,0.03,0.02,0.18
82,"University of Maryland, College Park",32099,0.16,0.1,63.7,47.8,57.7,93.2,38.7,41.2,2019,0.66,0.51,0.58,0.93,0.39,0.41,0.02,0.02,0.12
83,Sungkyunkwan University (SKKU),23359,0.2,0.14,63.7,58.4,59.1,74.8,96.9,48.8,2019,0.66,0.62,0.59,0.75,0.97,0.49,0.02,0.02,0.17
84,Emory University,12647,0.04,0.2,63.6,56.0,39.7,98.4,43.6,56.4,2019,0.66,0.59,0.4,0.98,0.44,0.57,0.01,0.0,0.24
85,Monash University,49728,0.35,0.35,63.6,46.1,53.7,83.8,74.1,88.7,2019,0.66,0.49,0.54,0.84,0.74,0.89,0.04,0.04,0.42
86,Rice University,6554,0.09,0.28,63.5,50.9,40.4,97.9,44.6,75.1,2019,0.66,0.54,0.41,0.98,0.45,0.75,0.0,0.01,0.33
87,RWTH Aachen University,44517,0.62,0.19,63.3,56.7,60.7,71.3,98.8,56.2,2019,0.66,0.6,0.61,0.71,0.99,0.56,0.03,0.07,0.23
88,Uppsala University,25061,0.17,0.14,63.3,44.3,55.7,87.7,77.3,67.4,2019,0.66,0.47,0.56,0.88,0.77,0.68,0.02,0.02,0.17
89,University of Tübingen,28743,0.39,0.14,63.2,50.0,54.4,84.9,67.0,62.6,2019,0.66,0.53,0.55,0.85,0.67,0.63,0.02,0.05,0.17
90,Charité - Universitätsmedizin Berlin,6943,0.18,0.19,63.0,47.6,46.1,93.2,87.8,63.1,2019,0.66,0.5,0.46,0.93,0.88,0.63,0.0,0.02,0.23
91,University of Montreal,37311,0.2,0.23,63.0,47.8,50.2,84.6,74.3,85.0,2019,0.66,0.51,0.5,0.85,0.74,0.85,0.03,0.02,0.27
92,University of Zurich,26340,0.15,0.2,63.0,46.5,46.4,89.6,53.4,91.4,2019,0.66,0.49,0.47,0.9,0.53,0.92,0.02,0.02,0.24
93,University of Science and Technology of China,16152,0.08,0.04,62.9,62.3,54.7,77.1,89.2,32.2,2019,0.66,0.66,0.55,0.77,0.89,0.32,0.01,0.01,0.05
94,University of Glasgow,24235,0.15,0.36,62.8,41.2,48.3,93.6,40.1,92.3,2019,0.65,0.44,0.49,0.94,0.4,0.92,0.02,0.02,0.43
95,Michigan State University,44951,0.17,0.17,62.8,56.5,54.2,79.8,37.9,62.9,2019,0.65,0.6,0.54,0.8,0.38,0.63,0.03,0.02,0.2
96,"University of California, Irvine",31089,0.17,0.24,62.7,44.5,47.6,94.6,60.8,69.3,2019,0.65,0.47,0.48,0.95,0.61,0.69,0.02,0.02,0.29
97,UNSW Sydney,41358,0.3,0.36,62.7,45.0,54.1,82.3,52.4,92.6,2019,0.65,0.48,0.54,0.82,0.52,0.93,0.03,0.03,0.43
98,Lund University,28454,0.12,0.17,62.5,41.9,53.2,87.4,78.0,77.3,2019,0.65,0.44,0.53,0.87,0.78,0.77,0.02,0.01,0.2
99,Dartmouth College,6172,0.07,0.15,62.4,59.6,38.9,95.9,41.3,40.1,2019,0.65,0.63,0.39,0.96,0.41,0.4,0.0,0.01,0.18
100,University of Helsinki,22418,0.17,0.06,62.4,46.2,57.6,87.5,37.4,54.4,2019,0.65,0.49,0.58,0.88,0.37,0.55,0.02,0.02,0.07
101,Zhejiang University,36031,0.11,0.18,62.2,69.4,68.4,47.9,100.0,53.3,2019,0.65,0.73,0.69,0.48,1.0,0.53,0.03,0.01,0.21
102,Korea Advanced Institute of Science and Technology (KAIST),9587,0.1,0.09,61.8,61.7,59.3,67.8,99.9,35.7,2019,0.64,0.65,0.6,0.68,1.0,0.36,0.01,0.01,0.11
103,University of Basel,12852,0.18,0.27,61.5,43.1,39.4,90.1,99.4,96.1,2019,0.64,0.46,0.4,0.9,0.99,0.96,0.01,0.02,0.32
104,Free University of Berlin,35032,0.56,0.21,61.4,61.3,64.3,57.2,42.4,74.0,2019,0.64,0.65,0.65,0.57,0.42,0.74,0.02,0.06,0.25
105,Fudan University,34393,0.12,0.11,61.4,63.7,57.2,68.9,50.2,42.2,2019,0.64,0.67,0.57,0.69,0.5,0.42,0.02,0.01,0.13
106,University of Sheffield,25575,0.15,0.35,61.2,46.0,46.0,86.5,43.1,87.2,2019,0.64,0.49,0.46,0.86,0.43,0.87,0.02,0.02,0.42
107,University of Virginia (Main campus),24295,0.09,0.12,61.0,53.8,41.1,92.7,44.1,47.7,2019,0.64,0.57,0.41,0.93,0.44,0.48,0.02,0.01,0.14
108,École Polytechnique,2908,0.06,0.36,60.8,58.6,46.6,68.2,70.6,94.0,2019,0.63,0.62,0.47,0.68,0.71,0.94,0.0,0.01,0.43
109,Georgetown University,15801,0.08,0.17,60.7,56.0,36.0,93.2,64.6,46.9,2019,0.63,0.59,0.36,0.93,0.65,0.47,0.01,0.01,0.2
110,University of Bern,10967,0.17,0.15,60.3,45.1,41.7,85.5,83.1,86.5,2019,0.63,0.48,0.42,0.86,0.83,0.87,0.01,0.02,0.18
111,University of Bonn,37708,0.7,0.13,60.3,48.4,40.7,89.9,87.4,59.7,2019,0.63,0.51,0.41,0.9,0.87,0.6,0.03,0.08,0.15
112,City University of Hong Kong,9928,0.11,0.41,60.3,43.7,46.3,80.6,63.2,99.8,2019,0.63,0.46,0.47,0.81,0.63,1.0,0.01,0.01,0.49
113,University of Pittsburgh-Pittsburgh campus,26517,0.06,0.11,60.3,47.8,44.5,95.9,40.4,38.2,2019,0.63,0.51,0.45,0.96,0.4,0.38,0.02,0.01,0.13
114,University of Colorado Boulder,31625,0.16,0.12,59.9,45.0,43.2,96.5,39.2,46.4,2019,0.62,0.48,0.43,0.96,0.39,0.46,0.02,0.02,0.14
115,Durham University,16565,0.15,0.3,59.9,44.7,47.0,82.0,37.7,90.9,2019,0.62,0.47,0.47,0.82,0.38,0.91,0.01,0.02,0.36
116,University of Birmingham,28355,0.15,0.28,59.7,38.9,43.3,91.5,39.8,88.5,2019,0.62,0.41,0.44,0.92,0.4,0.89,0.02,0.02,0.33
117,University of Copenhagen,32157,0.04,0.16,59.7,44.2,39.4,90.8,45.8,83.2,2019,0.62,0.47,0.4,0.91,0.46,0.83,0.02,0.0,0.19
118,University of Southampton,24080,0.14,0.36,59.6,39.7,42.0,90.2,40.7,93.9,2019,0.62,0.42,0.42,0.9,0.41,0.94,0.02,0.02,0.43
119,University of York,15195,0.15,0.25,59.3,41.2,45.7,86.4,36.2,84.9,2019,0.62,0.44,0.46,0.86,0.36,0.85,0.01,0.02,0.3
120,Trinity College Dublin,16293,0.22,0.28,59.2,43.7,47.0,79.8,43.4,93.3,2019,0.62,0.46,0.47,0.8,0.43,0.93,0.01,0.03,0.33
121,University of Oslo,20552,0.13,0.17,59.1,39.8,44.2,91.2,41.8,73.3,2019,0.62,0.42,0.44,0.91,0.42,0.73,0.01,0.02,0.2
122,Vanderbilt University,12038,0.03,0.14,59.1,46.5,39.4,96.6,47.0,41.9,2019,0.62,0.49,0.4,0.97,0.47,0.42,0.01,0.0,0.17
123,Aarhus University,26867,0.15,0.11,59.0,37.0,51.4,84.2,63.0,75.3,2019,0.61,0.39,0.52,0.84,0.63,0.75,0.02,0.02,0.13
124,Arizona State University (Tempe),46362,0.21,0.2,59.0,42.7,47.4,88.7,38.6,58.6,2019,0.61,0.45,0.48,0.89,0.39,0.59,0.03,0.02,0.24
125,University of Göttingen,30399,0.3,0.12,59.0,48.8,48.9,81.2,36.1,59.7,2019,0.61,0.52,0.49,0.81,0.36,0.6,0.02,0.03,0.14
126,University of Mannheim,10882,0.75,0.17,59.0,42.7,51.3,82.5,62.5,60.0,2019,0.61,0.45,0.52,0.82,0.62,0.6,0.01,0.09,0.2
127,Radboud University Nijmegen,19954,0.18,0.15,59.0,35.2,49.8,88.8,43.0,76.6,2019,0.61,0.37,0.5,0.89,0.43,0.77,0.01,0.02,0.18
128,Université Catholique de Louvain,25952,0.4,0.21,58.9,38.1,51.4,82.1,55.1,79.7,2019,0.61,0.4,0.52,0.82,0.55,0.8,0.02,0.05,0.25
129,Maastricht University,16250,0.16,0.52,58.9,38.8,47.1,79.6,79.8,97.0,2019,0.61,0.41,0.47,0.8,0.8,0.97,0.01,0.02,0.62
130,Queen Mary University of London,16435,0.14,0.44,58.8,31.9,38.9,97.6,43.0,96.1,2019,0.61,0.34,0.39,0.98,0.43,0.96,0.01,0.02,0.52
131,Technical University of Berlin,22472,0.64,0.22,58.7,50.0,54.1,67.5,94.2,64.4,2019,0.61,0.53,0.54,0.68,0.94,0.65,0.02,0.07,0.26
132,University of Alberta,31844,0.21,0.26,58.5,47.4,48.2,73.0,59.2,86.6,2019,0.61,0.5,0.48,0.73,0.59,0.87,0.02,0.02,0.31
133,Case Western Reserve University,10412,0.08,0.23,58.5,49.2,36.2,93.2,40.8,51.5,2019,0.61,0.52,0.36,0.93,0.41,0.52,0.01,0.01,0.27
134,Nanjing University,34580,0.16,0.09,58.4,54.4,47.5,71.7,84.0,56.1,2019,0.61,0.58,0.48,0.72,0.84,0.56,0.02,0.02,0.11
135,The University of Western Australia,18510,0.22,0.26,58.4,33.5,44.5,88.8,55.0,93.1,2019,0.61,0.35,0.45,0.89,0.55,0.93,0.01,0.03,0.31
136,University of Adelaide,21339,0.3,0.27,58.3,32.8,41.2,92.5,61.6,90.9,2019,0.61,0.35,0.41,0.92,0.62,0.91,0.02,0.03,0.32
137,University of Geneva,16530,0.15,0.39,58.3,39.0,44.0,81.1,65.2,98.5,2019,0.61,0.41,0.44,0.81,0.65,0.99,0.01,0.02,0.46
138,University of Hamburg,29584,0.58,0.12,58.3,46.3,47.5,77.9,98.3,58.4,2019,0.61,0.49,0.48,0.78,0.98,0.59,0.02,0.07,0.14
139,Karlsruhe Institute of Technology,26593,0.26,0.2,58.3,46.8,47.4,75.7,92.5,67.1,2019,0.61,0.5,0.48,0.76,0.92,0.67,0.02,0.03,0.24
140,Pompeu Fabra University,11523,0.21,0.13,58.3,40.0,39.1,95.7,42.4,64.3,2019,0.61,0.42,0.39,0.96,0.42,0.64,0.01,0.02,0.15
141,University of Exeter,20285,0.18,0.28,57.8,34.3,39.7,93.2,36.3,90.3,2019,0.6,0.36,0.4,0.93,0.36,0.9,0.01,0.02,0.33
142,Pohang University of Science and Technology (POSTECH),3238,0.11,0.04,57.7,50.7,47.8,77.4,94.3,34.4,2019,0.6,0.54,0.48,0.77,0.94,0.34,0.0,0.01,0.05
143,Ghent University,35835,0.35,0.1,57.6,44.9,47.9,77.6,81.5,58.7,2019,0.6,0.48,0.48,0.78,0.82,0.59,0.03,0.04,0.12
144,University of Vienna,33185,0.19,0.27,57.6,53.3,47.6,64.7,35.4,94.4,2019,0.6,0.56,0.48,0.65,0.35,0.95,0.02,0.02,0.32
145,Autonomous University of Barcelona,32223,0.13,0.16,57.5,43.9,36.5,92.4,41.3,62.2,2019,0.6,0.46,0.37,0.92,0.41,0.62,0.02,0.02,0.19
146,University of Cologne,37483,0.38,0.15,57.3,43.5,41.8,83.7,77.9,61.3,2019,0.6,0.46,0.42,0.84,0.78,0.61,0.03,0.04,0.18
147,Indiana University,65707,0.14,0.16,57.3,49.4,45.6,78.6,52.8,52.6,2019,0.6,0.52,0.46,0.79,0.53,0.53,0.05,0.02,0.19
148,Lancaster University,12200,0.13,0.39,57.3,36.5,40.3,88.0,35.6,93.3,2019,0.6,0.39,0.41,0.88,0.36,0.93,0.01,0.02,0.46
149,University of Nottingham,29430,0.15,0.3,57.2,42.7,42.8,80.0,40.8,86.8,2019,0.6,0.45,0.43,0.8,0.41,0.87,0.02,0.02,0.36
150,Ulm University,10719,0.28,0.13,57.2,40.6,36.7,92.6,75.8,57.6,2019,0.6,0.43,0.37,0.93,0.76,0.58,0.01,0.03,0.15
151,TU Dresden,33560,0.35,0.14,57.0,46.0,47.7,74.8,94.5,55.3,2019,0.59,0.49,0.48,0.75,0.94,0.55,0.02,0.04,0.17
152,Tufts University,10659,0.1,0.19,56.8,48.8,32.0,91.2,40.5,55.9,2019,0.59,0.52,0.32,0.91,0.4,0.56,0.01,0.01,0.23
153,University of Leeds,28675,0.14,0.28,56.6,40.7,43.5,79.7,39.5,85.5,2019,0.59,0.43,0.44,0.8,0.4,0.86,0.02,0.02,0.33
154,Sant’Anna School of Advanced Studies – Pisa,737,0.12,0.17,56.6,45.3,40.9,82.4,79.5,52.9,2019,0.59,0.48,0.41,0.82,0.8,0.53,0.0,0.01,0.2
155,Stockholm University,31500,0.23,0.08,56.6,32.3,47.7,87.2,36.5,73.9,2019,0.59,0.34,0.48,0.87,0.36,0.74,0.02,0.03,0.1
156,University of Cape Town,22137,0.12,0.18,56.5,31.7,41.5,87.2,87.6,82.4,2019,0.59,0.34,0.42,0.87,0.88,0.83,0.02,0.01,0.21
157,University of Florida,46555,0.18,0.1,56.5,55.3,51.2,66.7,62.6,39.9,2019,0.59,0.59,0.51,0.67,0.63,0.4,0.03,0.02,0.12
158,University of Aberdeen,12210,0.15,0.38,56.3,30.5,34.7,94.7,46.5,95.0,2019,0.59,0.32,0.35,0.95,0.46,0.95,0.01,0.02,0.45
159,University of Arizona,39264,0.13,0.09,56.2,43.4,43.0,85.5,49.4,44.8,2019,0.59,0.46,0.43,0.86,0.49,0.45,0.03,0.02,0.11
160,Hong Kong Polytechnic University,21977,0.28,0.25,56.2,42.4,49.0,68.3,43.4,95.7,2019,0.59,0.45,0.49,0.68,0.43,0.96,0.02,0.03,0.3
161,University of Würzburg,22264,0.3,0.1,56.2,38.1,42.6,87.3,59.8,57.9,2019,0.59,0.4,0.43,0.87,0.6,0.58,0.02,0.03,0.12
