rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
13,University of Pennsylvania,20367,0.06,0.2,87.1,85.9,88.9,98.6,49.9,50.1,2017,0.92,0.9,0.9,0.99,0.5,0.5,0.01,0.01,0.24
14,"University of California, Los Angeles",38392,0.1,0.16,86.6,82.9,89.0,98.4,47.1,58.0,2017,0.91,0.87,0.9,0.98,0.47,0.58,0.03,0.02,0.19
15,UCL,28600,0.11,0.47,86.5,77.4,90.0,94.0,41.9,94.3,2017,0.91,0.81,0.91,0.94,0.42,0.94,0.02,0.02,0.56
16,Columbia University,25659,0.06,0.3,86.1,86.9,78.9,98.6,44.9,75.3,2017,0.91,0.91,0.8,0.99,0.45,0.75,0.02,0.01,0.36
17,Johns Hopkins University,15303,0.04,0.24,85.9,77.4,84.3,98.4,100.0,71.1,2017,0.9,0.81,0.85,0.98,1.0,0.71,0.01,0.01,0.29
18,Duke University,15204,0.05,0.17,84.7,80.7,80.0,98.8,100.0,58.2,2017,0.89,0.85,0.81,0.99,1.0,0.58,0.01,0.01,0.2
19,Cornell University,21593,0.1,0.19,84.6,79.7,86.5,97.2,36.0,62.2,2017,0.89,0.83,0.87,0.97,0.36,0.62,0.02,0.02,0.23
20,Northwestern University,18570,0.14,0.16,83.7,75.8,85.0,97.0,85.8,56.1,2017,0.88,0.79,0.86,0.97,0.86,0.56,0.01,0.02,0.19
21,University of Michigan-Ann Arbor,41912,0.09,0.16,83.6,79.4,86.1,95.8,43.9,54.6,2017,0.88,0.83,0.87,0.96,0.44,0.55,0.03,0.02,0.19
22,University of Toronto,68093,0.19,0.16,83.0,74.6,86.3,91.9,48.8,78.3,2017,0.87,0.78,0.87,0.92,0.49,0.78,0.05,0.03,0.19
23,Carnegie Mellon University,12311,0.13,0.38,81.8,70.2,84.0,99.3,51.8,59.6,2017,0.86,0.74,0.85,0.99,0.52,0.6,0.01,0.02,0.45
24,National University of Singapore,31111,0.17,0.32,81.7,76.7,86.9,79.7,61.3,96.0,2017,0.86,0.8,0.88,0.8,0.61,0.96,0.02,0.03,0.38
25,London School of Economics and Political Science,9400,0.12,0.7,80.2,70.8,74.7,96.3,34.8,91.0,2017,0.84,0.74,0.75,0.96,0.35,0.91,0.01,0.02,0.83
26,University of Washington,45162,0.12,0.15,80.2,70.2,80.4,98.8,49.8,55.0,2017,0.84,0.74,0.81,0.99,0.5,0.55,0.03,0.02,0.18
27,University of Edinburgh,25280,0.12,0.37,79.2,67.5,74.7,96.0,35.0,91.5,2017,0.83,0.71,0.75,0.96,0.35,0.92,0.02,0.02,0.44
28,Karolinska Institute,7723,0.11,0.23,77.6,62.1,76.0,95.9,72.1,74.2,2017,0.82,0.65,0.77,0.96,0.72,0.74,0.01,0.02,0.27
29,Peking University,42977,0.09,0.15,77.2,84.6,80.3,71.6,100.0,50.3,2017,0.81,0.89,0.81,0.72,1.0,0.5,0.03,0.02,0.18
30,LMU Munich,36180,0.16,0.14,76.8,70.5,73.4,87.4,100.0,65.4,2017,0.81,0.74,0.74,0.87,1.0,0.65,0.03,0.03,0.17
31,École Polytechnique Fédérale de Lausanne,9750,0.11,0.54,76.8,62.9,66.1,96.5,69.8,98.6,2017,0.81,0.66,0.67,0.96,0.7,0.99,0.01,0.02,0.64
32,New York University,43021,0.07,0.25,76.7,75.1,68.8,95.3,33.6,54.3,2017,0.81,0.79,0.69,0.95,0.34,0.54,0.03,0.01,0.3
33,Georgia Institute of Technology,19847,0.2,0.26,76.3,60.8,79.2,90.8,62.3,72.8,2017,0.8,0.64,0.8,0.91,0.62,0.73,0.01,0.03,0.31
34,University of Melbourne,42273,0.25,0.37,76.3,65.4,73.6,88.1,63.7,88.3,2017,0.8,0.68,0.74,0.88,0.64,0.88,0.03,0.04,0.44
35,Tsinghua University,41537,0.14,0.1,76.2,78.9,89.6,67.4,99.7,39.4,2017,0.8,0.83,0.9,0.67,1.0,0.39,0.03,0.02,0.12
36,University of British Columbia,51889,0.18,0.29,75.9,61.2,72.5,92.9,41.1,92.0,2017,0.8,0.64,0.73,0.93,0.41,0.92,0.04,0.03,0.35
37,University of Illinois at Urbana-Champaign,43202,0.18,0.22,75.9,65.6,81.4,89.3,50.3,49.7,2017,0.8,0.69,0.82,0.89,0.5,0.5,0.03,0.03,0.26
38,King’s College London,21985,0.11,0.38,75.9,61.5,71.0,93.5,42.5,93.8,2017,0.8,0.64,0.72,0.94,0.42,0.94,0.02,0.02,0.45
39,The University of Tokyo,26080,0.07,0.1,74.1,83.4,89.2,62.4,53.4,30.6,2017,0.78,0.87,0.9,0.62,0.53,0.31,0.02,0.01,0.12
40,KU Leuven,46381,0.42,0.16,73.8,57.0,73.7,90.1,99.8,67.4,2017,0.78,0.6,0.74,0.9,1.0,0.67,0.03,0.07,0.19
41,"University of California, San Diego",28416,0.07,0.14,73.2,61.2,66.2,98.9,67.3,47.7,2017,0.77,0.64,0.67,0.99,0.67,0.48,0.02,0.01,0.17
42,McGill University,30911,0.14,0.24,73.1,66.4,70.3,81.8,41.9,86.4,2017,0.77,0.7,0.71,0.82,0.42,0.86,0.02,0.02,0.29
43,Universität Heidelberg,29527,0.25,0.17,73.0,66.7,65.0,90.8,60.0,62.7,2017,0.77,0.7,0.66,0.91,0.6,0.63,0.02,0.04,0.2
44,University of Hong Kong,20095,0.18,0.39,73.0,66.5,74.5,73.2,52.9,99.4,2017,0.77,0.7,0.75,0.73,0.53,0.99,0.01,0.03,0.46
45,University of Wisconsin-Madison,40048,0.11,0.12,72.6,68.2,71.4,87.9,47.4,42.0,2017,0.76,0.71,0.72,0.88,0.47,0.42,0.03,0.02,0.14
46,Technical University of Munich,36929,0.52,0.22,71.6,61.0,70.5,82.0,100.0,66.6,2017,0.75,0.64,0.71,0.82,1.0,0.67,0.03,0.09,0.26
47,Australian National University,15402,0.2,0.35,71.3,54.0,73.9,81.7,53.5,93.9,2017,0.75,0.57,0.75,0.82,0.54,0.94,0.01,0.03,0.42
48,"University of California, Santa Barbara",22267,0.27,0.12,71.2,52.2,62.6,99.2,87.6,63.3,2017,0.75,0.55,0.63,0.99,0.88,0.63,0.02,0.05,0.14
49,The Hong Kong University of Science and Technology,11960,0.27,0.38,71.1,53.2,66.7,91.2,62.0,82.8,2017,0.75,0.56,0.67,0.91,0.62,0.83,0.01,0.05,0.45
50,University of Texas at Austin,48689,0.17,0.1,70.8,63.9,65.9,93.0,51.3,35.7,2017,0.75,0.67,0.66,0.93,0.51,0.36,0.03,0.03,0.12
51,Brown University,8694,0.1,0.2,70.4,66.3,54.4,96.7,33.9,58.0,2017,0.74,0.69,0.55,0.97,0.34,0.58,0.01,0.02,0.24
52,"University of California, Davis",36060,0.14,0.15,70.4,61.4,67.3,86.6,50.0,61.2,2017,0.74,0.64,0.68,0.87,0.5,0.61,0.03,0.02,0.18
53,University of Minnesota,46625,0.18,0.13,70.3,60.3,69.8,87.0,94.2,38.2,2017,0.74,0.63,0.7,0.87,0.94,0.38,0.03,0.03,0.15
54,"Nanyang Technological University, Singapore",25278,0.16,0.32,70.0,50.6,60.2,90.7,93.5,95.7,2017,0.74,0.53,0.61,0.91,0.94,0.96,0.02,0.03,0.38
55,University of Manchester,34015,0.14,0.36,69.7,58.2,66.3,82.3,45.1,87.0,2017,0.73,0.61,0.67,0.82,0.45,0.87,0.02,0.02,0.43
56,University of North Carolina at Chapel Hill,26412,0.08,0.08,69.3,61.9,59.6,96.1,41.0,40.0,2017,0.73,0.65,0.6,0.96,0.41,0.4,0.02,0.01,0.1
57,Humboldt University of Berlin,31043,0.55,0.17,69.2,62.5,69.0,79.9,39.4,64.4,2017,0.73,0.65,0.7,0.8,0.39,0.64,0.02,0.09,0.2
58,Washington University in St Louis,12528,0.06,0.17,69.2,60.7,56.2,99.1,36.9,45.5,2017,0.73,0.64,0.57,0.99,0.37,0.46,0.01,0.01,0.2
59,Delft University of Technology,16174,0.19,0.25,67.9,56.2,72.9,67.3,99.9,85.9,2017,0.71,0.59,0.74,0.67,1.0,0.86,0.01,0.03,0.3
60,The University of Queensland,38892,0.35,0.25,67.2,49.7,60.1,86.1,70.6,88.6,2017,0.71,0.52,0.61,0.86,0.71,0.89,0.03,0.06,0.3
61,University of Southern California,38466,0.14,0.23,67.2,50.5,60.0,94.7,39.4,62.7,2017,0.71,0.53,0.61,0.95,0.39,0.63,0.03,0.02,0.27
62,The University of Sydney,42678,0.19,0.29,67.2,51.3,63.2,83.2,63.9,83.7,2017,0.71,0.54,0.64,0.83,0.64,0.84,0.03,0.03,0.35
63,University of Amsterdam,25344,0.14,0.1,67.1,49.4,62.0,90.3,54.6,69.3,2017,0.71,0.52,0.63,0.9,0.55,0.69,0.02,0.02,0.12
64,Boston University,24714,0.08,0.19,66.9,60.2,48.5,97.7,34.4,54.6,2017,0.7,0.63,0.49,0.98,0.34,0.55,0.02,0.01,0.23
65,Wageningen University & Research,9535,0.16,0.23,66.6,51.8,50.1,92.8,100.0,75.6,2017,0.7,0.54,0.51,0.93,1.0,0.76,0.01,0.03,0.27
66,École Normale Supérieure,1548,0.1,0.18,65.8,59.8,52.3,85.8,40.0,72.2,2017,0.69,0.63,0.53,0.86,0.4,0.72,0.0,0.02,0.21
67,"University of Maryland, College Park",31353,0.17,0.09,65.3,51.0,63.2,91.1,38.5,36.7,2017,0.69,0.53,0.64,0.91,0.38,0.37,0.02,0.03,0.11
68,Penn State (Main campus),45359,0.12,0.13,65.0,55.6,63.3,82.9,51.9,42.7,2017,0.68,0.58,0.64,0.83,0.52,0.43,0.03,0.02,0.15
69,Erasmus University Rotterdam,21854,0.21,0.19,64.6,38.8,56.8,95.6,57.7,77.1,2017,0.68,0.41,0.57,0.96,0.58,0.77,0.02,0.04,0.23
70,Purdue University West Lafayette,38788,0.18,0.22,64.5,57.2,66.8,69.0,62.5,67.7,2017,0.68,0.6,0.67,0.69,0.62,0.68,0.03,0.03,0.26
71,University of Bristol,18545,0.14,0.25,64.4,45.9,51.7,92.7,40.9,83.2,2017,0.68,0.48,0.52,0.93,0.41,0.83,0.01,0.02,0.3
72,Ohio State University (Main campus),52497,0.13,0.12,64.2,57.0,53.1,86.2,50.6,54.6,2017,0.68,0.6,0.54,0.86,0.51,0.55,0.04,0.02,0.14
73,Seoul National University,26777,0.13,0.11,64.2,70.2,69.8,58.8,85.2,32.4,2017,0.68,0.74,0.7,0.59,0.85,0.32,0.02,0.02,0.13
74,Monash University,44217,0.34,0.25,64.0,49.5,57.4,78.5,76.0,87.1,2017,0.67,0.52,0.58,0.78,0.76,0.87,0.03,0.06,0.3
75,Free University of Berlin,32909,0.54,0.21,63.7,58.1,67.3,66.9,38.9,67.2,2017,0.67,0.61,0.68,0.67,0.39,0.67,0.02,0.09,0.25
76,Chinese University of Hong Kong,18433,0.1,0.27,63.6,52.2,60.4,74.6,44.7,84.0,2017,0.67,0.55,0.61,0.75,0.45,0.84,0.01,0.02,0.32
77,Leiden University,23597,0.18,0.11,63.3,46.1,57.9,86.1,47.3,68.1,2017,0.67,0.48,0.58,0.86,0.47,0.68,0.02,0.03,0.13
78,UNSW Sydney,39121,0.26,0.32,63.0,43.2,58.6,81.4,49.7,91.0,2017,0.66,0.45,0.59,0.81,0.5,0.91,0.03,0.04,0.38
79,RWTH Aachen University,42298,0.55,0.17,63.0,53.3,63.7,71.3,99.4,53.4,2017,0.66,0.56,0.64,0.71,0.99,0.53,0.03,0.09,0.2
80,University of Groningen,25281,0.24,0.13,62.2,41.9,55.1,87.1,79.9,66.4,2017,0.65,0.44,0.56,0.87,0.8,0.66,0.02,0.04,0.15
81,University of Pittsburgh-Pittsburgh campus,26501,0.06,0.1,62.2,49.2,51.9,94.2,39.6,35.4,2017,0.65,0.52,0.52,0.94,0.4,0.35,0.02,0.01,0.12
82,Dartmouth College,6109,0.07,0.15,62.0,58.6,41.1,94.2,39.9,37.9,2017,0.65,0.61,0.41,0.94,0.4,0.38,0.0,0.01,0.18
83,Emory University,12649,0.04,0.19,62.0,52.9,39.7,97.4,43.2,52.7,2017,0.65,0.55,0.4,0.97,0.43,0.53,0.01,0.01,0.23
84,Technical University of Berlin,20548,0.6,0.19,62.0,49.8,59.3,74.3,98.0,60.8,2017,0.65,0.52,0.6,0.74,0.98,0.61,0.01,0.1,0.23
85,University of Warwick,18560,0.15,0.38,62.0,46.8,52.6,80.9,40.8,91.4,2017,0.65,0.49,0.53,0.81,0.41,0.91,0.01,0.03,0.45
86,Utrecht University,31142,0.16,0.07,61.9,46.1,48.5,90.7,80.7,57.6,2017,0.65,0.48,0.49,0.91,0.81,0.58,0.02,0.03,0.08
87,Rice University,6447,0.09,0.27,61.7,46.9,38.7,99.1,43.4,69.5,2017,0.65,0.49,0.39,0.99,0.43,0.7,0.0,0.02,0.32
88,University of Glasgow,22855,0.15,0.32,61.4,40.6,47.8,90.6,39.4,88.6,2017,0.65,0.43,0.48,0.91,0.39,0.89,0.02,0.03,0.38
89,Korea Advanced Institute of Science and Technology (KAIST),9327,0.1,0.09,61.3,55.7,53.2,78.5,100.0,34.3,2017,0.65,0.58,0.54,0.78,1.0,0.34,0.01,0.02,0.11
90,University of Tübingen,28074,0.37,0.11,61.3,46.0,56.2,82.9,56.3,57.8,2017,0.65,0.48,0.57,0.83,0.56,0.58,0.02,0.06,0.13
91,University of Helsinki,23369,0.17,0.06,61.2,47.0,57.6,83.5,34.9,52.2,2017,0.64,0.49,0.58,0.84,0.35,0.52,0.02,0.03,0.07
92,Kyoto University,22547,0.06,0.07,61.2,70.2,70.1,50.4,75.1,28.0,2017,0.64,0.74,0.71,0.5,0.75,0.28,0.02,0.01,0.08
93,Uppsala University,25275,0.17,0.12,61.1,43.0,57.1,85.2,40.4,59.9,2017,0.64,0.45,0.58,0.85,0.4,0.6,0.02,0.03,0.14
94,Maastricht University,16030,0.18,0.47,61.0,39.2,48.6,84.4,85.7,96.0,2017,0.64,0.41,0.49,0.84,0.86,0.96,0.01,0.03,0.56
95,University of Freiburg,25890,0.34,0.16,60.9,45.9,49.9,83.6,100.0,61.1,2017,0.64,0.48,0.5,0.84,1.0,0.61,0.02,0.06,0.19
96,Durham University,15705,0.15,0.26,60.6,43.0,49.0,85.0,37.4,87.0,2017,0.64,0.45,0.49,0.85,0.37,0.87,0.01,0.03,0.31
97,Lund University,28852,0.12,0.15,60.6,41.3,53.1,83.2,68.5,74.6,2017,0.64,0.43,0.54,0.83,0.68,0.75,0.02,0.02,0.18
98,Aarhus University,24633,0.14,0.14,60.3,39.0,54.7,83.0,65.4,75.7,2017,0.63,0.41,0.55,0.83,0.65,0.76,0.02,0.02,0.17
99,University of Basel,12560,0.17,0.24,60.3,40.1,36.8,92.4,99.3,94.4,2017,0.63,0.42,0.37,0.92,0.99,0.94,0.01,0.03,0.29
100,"University of California, Irvine",29304,0.17,0.18,60.3,42.5,45.0,94.1,45.5,62.3,2017,0.63,0.45,0.45,0.94,0.46,0.62,0.02,0.03,0.21
101,Michigan State University,45297,0.16,0.16,59.9,51.6,48.9,81.1,38.5,58.8,2017,0.63,0.54,0.49,0.81,0.38,0.59,0.03,0.03,0.19
102,University of Mannheim,10808,0.84,0.14,59.8,39.1,51.3,88.3,76.4,57.7,2017,0.63,0.41,0.52,0.88,0.76,0.58,0.01,0.14,0.17
103,University of Montreal,37651,0.2,0.24,59.7,46.8,47.8,77.4,67.7,85.0,2017,0.63,0.49,0.48,0.77,0.68,0.85,0.03,0.03,0.29
104,Georgetown University,15726,0.09,0.15,59.6,56.7,39.3,84.6,74.4,47.3,2017,0.63,0.59,0.4,0.85,0.74,0.47,0.01,0.02,0.18
105,Pohang University of Science and Technology (POSTECH),3017,0.1,0.04,59.6,53.8,48.7,79.2,99.6,34.2,2017,0.63,0.56,0.49,0.79,1.0,0.34,0.0,0.02,0.05
106,University of Zurich,26042,0.06,0.18,59.5,46.4,38.5,87.5,44.2,89.3,2017,0.63,0.49,0.39,0.88,0.44,0.89,0.02,0.01,0.21
107,University of Alberta,33159,0.21,0.24,59.4,49.5,53.0,69.9,61.3,82.7,2017,0.63,0.52,0.53,0.7,0.61,0.83,0.02,0.04,0.29
108,Vanderbilt University,12161,0.03,0.09,59.3,50.1,37.3,96.7,73.5,29.8,2017,0.62,0.52,0.38,0.97,0.74,0.3,0.01,0.01,0.11
109,University of Sheffield,23960,0.15,0.33,59.1,42.3,47.6,82.7,44.7,83.1,2017,0.62,0.44,0.48,0.83,0.45,0.83,0.02,0.03,0.39
110,University of Bern,14651,0.23,0.14,58.9,43.2,43.0,82.8,75.5,83.8,2017,0.62,0.45,0.43,0.83,0.76,0.84,0.01,0.04,0.17
111,University of St Andrews,8455,0.12,0.46,58.9,45.2,44.3,80.3,33.7,94.3,2017,0.62,0.47,0.45,0.8,0.34,0.94,0.01,0.02,0.55
112,University of Göttingen,26549,0.26,0.12,58.8,49.7,48.0,81.1,34.8,56.6,2017,0.62,0.52,0.48,0.81,0.35,0.57,0.02,0.04,0.14
113,University of Bonn,33939,0.73,0.13,58.7,47.2,40.8,88.3,37.3,64.6,2017,0.62,0.49,0.41,0.88,0.37,0.65,0.02,0.12,0.15
114,McMaster University,23943,0.2,0.16,58.7,43.5,45.4,82.3,66.1,76.2,2017,0.62,0.46,0.46,0.82,0.66,0.76,0.02,0.03,0.19
115,Queen Mary University of London,14500,0.13,0.42,58.7,34.0,39.7,95.1,40.0,94.3,2017,0.62,0.36,0.4,0.95,0.4,0.94,0.01,0.02,0.5
116,University of Colorado Boulder,29741,0.16,0.09,58.6,42.5,43.7,96.1,38.0,39.4,2017,0.62,0.45,0.44,0.96,0.38,0.39,0.02,0.03,0.11
117,École Polytechnique,2669,0.05,0.31,58.6,58.6,40.6,67.2,71.9,92.3,2017,0.62,0.61,0.41,0.67,0.72,0.92,0.0,0.01,0.37
118,Ghent University,35374,0.37,0.09,58.5,43.0,55.5,75.7,84.4,55.1,2017,0.62,0.45,0.56,0.76,0.84,0.55,0.03,0.06,0.11
119,City University of Hong Kong,9871,0.12,0.3,58.4,42.1,44.5,81.6,66.4,83.5,2017,0.61,0.44,0.45,0.82,0.66,0.84,0.01,0.02,0.36
120,University of Copenhagen,29796,0.04,0.17,58.2,46.8,33.1,89.8,44.2,82.3,2017,0.61,0.49,0.33,0.9,0.44,0.82,0.02,0.01,0.2
121,Pierre and Marie Curie University,28473,0.08,0.17,58.1,52.9,33.7,86.2,38.2,71.4,2017,0.61,0.55,0.34,0.86,0.38,0.71,0.02,0.01,0.2
122,Radboud University Nijmegen,19079,0.19,0.11,58.1,35.0,50.6,87.2,45.2,68.3,2017,0.61,0.37,0.51,0.87,0.45,0.68,0.01,0.03,0.13
123,University of Southampton,21050,0.13,0.31,58.1,39.2,46.1,82.8,39.2,90.2,2017,0.61,0.41,0.47,0.83,0.39,0.9,0.01,0.02,0.37
124,University of Virginia (Main campus),23797,0.1,0.12,58.1,53.7,38.6,86.6,41.9,44.6,2017,0.61,0.56,0.39,0.87,0.42,0.45,0.02,0.02,0.14
125,The University of Western Australia,20777,0.23,0.27,58.0,32.3,44.9,89.0,48.8,92.9,2017,0.61,0.34,0.45,0.89,0.49,0.93,0.01,0.04,0.32
126,Case Western Reserve University,9622,0.07,0.18,57.9,50.2,38.9,90.2,36.8,42.0,2017,0.61,0.53,0.39,0.9,0.37,0.42,0.01,0.01,0.21
127,University of Exeter,18235,0.18,0.27,57.9,34.6,39.2,94.3,34.9,87.6,2017,0.61,0.36,0.4,0.94,0.35,0.88,0.01,0.03,0.32
128,Université Catholique de Louvain,23916,0.38,0.19,57.8,39.6,51.3,78.5,51.5,75.6,2017,0.61,0.41,0.52,0.78,0.52,0.76,0.02,0.06,0.23
129,University of York,14675,0.15,0.26,57.7,42.5,45.9,79.8,34.1,84.5,2017,0.61,0.45,0.46,0.8,0.34,0.85,0.01,0.03,0.31
130,University of Birmingham,26360,0.17,0.25,57.6,38.6,42.4,86.8,38.0,84.2,2017,0.61,0.4,0.43,0.87,0.38,0.84,0.02,0.03,0.3
131,Arizona State University (Tempe),43082,0.2,0.16,57.2,38.5,48.9,87.7,36.6,49.7,2017,0.6,0.4,0.49,0.88,0.37,0.5,0.03,0.03,0.19
132,Trinity College Dublin,15805,0.23,0.25,57.2,44.2,45.3,75.4,38.6,90.4,2017,0.6,0.46,0.46,0.75,0.39,0.9,0.01,0.04,0.3
133,University of Oslo,27215,0.19,0.18,56.9,39.7,43.1,85.5,42.9,71.2,2017,0.6,0.42,0.43,0.86,0.43,0.71,0.02,0.03,0.21
134,University of Leeds,27790,0.15,0.22,56.8,42.3,43.0,81.3,39.0,78.2,2017,0.6,0.44,0.43,0.81,0.39,0.78,0.02,0.03,0.26
135,University of Florida,44911,0.17,0.09,56.6,53.6,48.1,72.9,65.7,35.2,2017,0.6,0.56,0.49,0.73,0.66,0.35,0.03,0.03,0.11
136,Tufts University,10462,0.1,0.15,56.5,48.1,34.3,88.5,58.5,50.5,2017,0.59,0.5,0.35,0.88,0.58,0.51,0.01,0.02,0.18
137,Ulm University,10370,0.27,0.12,56.5,38.2,38.1,91.0,84.0,56.9,2017,0.59,0.4,0.38,0.91,0.84,0.57,0.01,0.05,0.14
138,University of Geneva,15587,0.15,0.4,56.4,37.4,41.1,79.3,66.7,98.3,2017,0.59,0.39,0.41,0.79,0.67,0.98,0.01,0.03,0.48
139,Lancaster University,11675,0.14,0.35,56.4,37.0,40.9,84.7,35.6,89.1,2017,0.59,0.39,0.41,0.85,0.36,0.89,0.01,0.02,0.42
140,Scuola Normale Superiore di Pisa,545,0.15,0.06,56.4,54.0,47.5,70.3,51.6,47.3,2017,0.59,0.57,0.48,0.7,0.52,0.47,0.0,0.03,0.07
141,Sungkyunkwan University (SKKU),24791,0.19,0.1,56.4,53.7,50.6,66.5,88.9,39.6,2017,0.59,0.56,0.51,0.66,0.89,0.4,0.02,0.03,0.12
142,Rutgers University – New Brunswick,42892,0.11,0.08,56.2,47.7,49.8,77.9,36.6,35.6,2017,0.59,0.5,0.5,0.78,0.37,0.36,0.03,0.02,0.1
143,University of Adelaide,20462,0.3,0.27,56.1,37.1,43.9,78.8,67.5,86.3,2017,0.59,0.39,0.44,0.79,0.68,0.86,0.01,0.05,0.32
144,University of Notre Dame,11821,0.14,0.1,55.9,50.2,40.7,80.2,37.4,48.2,2017,0.59,0.53,0.41,0.8,0.37,0.48,0.01,0.02,0.12
145,Karlsruhe Institute of Technology,25948,0.24,0.17,55.8,41.3,45.2,76.4,98.3,59.5,2017,0.59,0.43,0.46,0.76,0.98,0.6,0.02,0.04,0.2
146,Stockholm University,31272,0.24,0.08,55.8,32.2,46.2,86.8,33.8,72.1,2017,0.59,0.34,0.47,0.87,0.34,0.72,0.02,0.04,0.1
147,"University of California, Santa Cruz",17203,0.24,0.02,55.6,34.7,35.3,99.8,40.9,48.7,2017,0.59,0.36,0.36,1.0,0.41,0.49,0.01,0.04,0.02
148,University of Nottingham,29740,0.15,0.28,55.5,41.0,41.3,78.9,39.8,81.6,2017,0.58,0.43,0.42,0.79,0.4,0.82,0.02,0.03,0.33
149,University of Cape Town,20061,0.12,0.17,55.3,32.4,37.2,87.3,88.8,80.1,2017,0.58,0.34,0.38,0.87,0.89,0.8,0.01,0.02,0.2
150,University of Sussex,12295,0.16,0.35,55.1,32.6,37.9,88.1,33.7,88.8,2017,0.58,0.34,0.38,0.88,0.34,0.89,0.01,0.03,0.42
151,Indiana University,66057,0.14,0.14,55.0,46.4,40.2,82.1,35.2,47.0,2017,0.58,0.49,0.41,0.82,0.35,0.47,0.05,0.02,0.17
152,University of Lausanne,12647,0.14,0.24,54.9,31.8,46.6,75.6,76.1,90.1,2017,0.58,0.33,0.47,0.76,0.76,0.9,0.01,0.02,0.29
153,University of Rochester,9628,0.04,0.28,54.9,43.4,32.4,89.4,38.9,58.9,2017,0.58,0.45,0.33,0.89,0.39,0.59,0.01,0.01,0.33
154,University of Science and Technology of China,14827,0.08,0.03,54.7,51.8,43.4,74.7,77.6,24.2,2017,0.58,0.54,0.44,0.75,0.78,0.24,0.01,0.01,0.04
155,University of Twente,6583,0.12,0.28,54.7,36.8,46.7,70.8,84.6,83.6,2017,0.58,0.39,0.47,0.71,0.85,0.84,0.0,0.02,0.33
156,Fudan University,32449,0.12,0.11,54.6,55.3,47.0,65.7,53.2,37.5,2017,0.57,0.58,0.47,0.66,0.53,0.38,0.02,0.02,0.13
157,University of Arizona,37023,0.13,0.09,54.5,42.9,42.2,83.2,35.6,41.7,2017,0.57,0.45,0.43,0.83,0.36,0.42,0.03,0.02,0.11
158,Vrije Universiteit Amsterdam,24592,0.16,0.07,54.5,33.1,40.2,89.4,50.3,58.9,2017,0.57,0.35,0.41,0.89,0.5,0.59,0.02,0.03,0.08
159,University of Liverpool,19085,0.12,0.34,54.3,35.1,35.2,85.7,37.4,87.7,2017,0.57,0.37,0.36,0.86,0.37,0.88,0.01,0.02,0.4
160,KTH Royal Institute of Technology,12841,0.16,0.17,54.1,42.5,45.3,67.4,51.1,83.3,2017,0.57,0.45,0.46,0.67,0.51,0.83,0.01,0.03,0.2
161,University of Erlangen-Nuremberg,37882,0.55,0.09,54.0,38.7,43.6,77.3,96.0,49.1,2017,0.57,0.41,0.44,0.77,0.96,0.49,0.03,0.09,0.11
