rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
25,National University of Singapore,30869,0.18,0.28,81.9,76.8,90.4,76.9,58.8,95.5,2020,0.86,0.83,0.91,0.77,0.59,0.96,0.04,0.04,0.34
26,University of Washington,45692,0.11,0.16,81.6,72.2,82.2,98.6,47.5,60.4,2020,0.86,0.78,0.83,0.99,0.48,0.61,0.06,0.02,0.19
27,Carnegie Mellon University,13430,0.14,0.48,81.3,65.9,82.7,98.2,50.5,80.6,2020,0.85,0.71,0.83,0.98,0.5,0.81,0.02,0.03,0.58
28,London School of Economics and Political Science,10570,0.12,0.71,81.3,69.0,83.0,92.8,35.1,93.2,2020,0.85,0.74,0.83,0.93,0.35,0.93,0.01,0.02,0.86
29,New York University,44466,0.09,0.33,81.1,76.8,77.5,96.5,38.7,65.4,2020,0.85,0.83,0.78,0.96,0.39,0.66,0.05,0.02,0.4
30,University of Edinburgh,29433,0.13,0.41,79.4,67.3,74.1,96.4,38.9,93.8,2020,0.83,0.73,0.74,0.96,0.39,0.94,0.04,0.03,0.49
31,"University of California, San Diego",33579,0.13,0.23,78.8,62.6,78.9,97.7,90.3,63.7,2020,0.83,0.67,0.79,0.98,0.9,0.64,0.04,0.03,0.28
32,LMU Munich,34519,0.35,0.17,77.8,68.4,77.0,88.8,100.0,67.2,2020,0.82,0.74,0.77,0.89,1.0,0.67,0.04,0.07,0.2
33,University of Melbourne,47385,0.26,0.46,77.8,65.9,74.1,89.8,76.3,93.1,2020,0.82,0.71,0.74,0.9,0.76,0.93,0.06,0.05,0.55
34,University of British Columbia,52108,0.18,0.32,76.3,61.5,73.2,92.5,43.8,94.4,2020,0.8,0.66,0.73,0.92,0.44,0.95,0.06,0.04,0.39
35,University of Hong Kong,18260,0.18,0.44,75.9,69.5,77.2,76.6,59.7,98.6,2020,0.8,0.75,0.78,0.77,0.6,0.99,0.02,0.04,0.53
36,King’s College London,26057,0.13,0.44,75.7,61.3,68.5,94.8,45.6,95.6,2020,0.79,0.66,0.69,0.95,0.46,0.96,0.03,0.03,0.53
37,The University of Tokyo,25913,0.11,0.12,75.7,85.9,89.6,60.7,77.4,38.2,2020,0.79,0.93,0.9,0.61,0.77,0.38,0.03,0.02,0.14
38,École Polytechnique Fédérale de Lausanne,10492,0.11,0.59,75.4,66.6,66.3,88.3,66.4,98.6,2020,0.79,0.72,0.67,0.88,0.66,0.99,0.01,0.02,0.71
39,Georgia Institute of Technology,21372,0.18,0.27,75.4,60.2,76.4,90.4,61.6,77.1,2020,0.79,0.65,0.77,0.9,0.62,0.77,0.03,0.04,0.33
40,University of Texas at Austin,49165,0.17,0.1,75.4,68.2,76.2,93.2,46.6,39.1,2020,0.79,0.73,0.77,0.93,0.47,0.39,0.06,0.03,0.12
41,Karolinska Institute,7777,0.09,0.2,74.7,55.4,71.4,96.1,71.2,81.2,2020,0.78,0.6,0.72,0.96,0.71,0.81,0.01,0.02,0.24
42,McGill University,31294,0.13,0.29,74.3,65.0,71.9,84.7,42.8,90.4,2020,0.78,0.7,0.72,0.85,0.43,0.91,0.04,0.03,0.35
43,Technical University of Munich,40472,0.48,0.27,74.1,64.6,70.4,85.5,100.0,72.9,2020,0.78,0.7,0.71,0.86,1.0,0.73,0.05,0.1,0.33
44,Heidelberg University,20800,0.16,0.18,73.5,67.1,60.3,96.2,54.6,67.5,2020,0.77,0.72,0.61,0.96,0.55,0.68,0.03,0.03,0.22
45,KU Leuven,45049,0.36,0.15,73.2,58.7,73.9,85.3,99.3,71.8,2020,0.77,0.63,0.74,0.85,0.99,0.72,0.05,0.07,0.18
46,Paris Sciences et Lettres – PSL Research University Paris,21298,0.12,0.26,73.2,71.6,71.4,77.0,52.2,78.7,2020,0.77,0.77,0.72,0.77,0.52,0.79,0.03,0.02,0.31
47,The Hong Kong University of Science and Technology,10125,0.22,0.31,73.1,57.4,66.1,89.8,71.9,97.7,2020,0.77,0.62,0.66,0.9,0.72,0.98,0.01,0.04,0.37
48,University of Illinois at Urbana-Champaign,44916,0.18,0.24,72.9,63.2,78.0,84.4,47.9,54.3,2020,0.76,0.68,0.78,0.84,0.48,0.54,0.05,0.04,0.29
49,"Nanyang Technological University, Singapore",25088,0.16,0.27,72.9,57.6,70.4,84.9,76.5,95.1,2020,0.76,0.62,0.71,0.85,0.76,0.95,0.03,0.03,0.33
50,Australian National University,17359,0.18,0.44,72.1,54.4,69.7,88.4,46.4,95.5,2020,0.76,0.59,0.7,0.88,0.46,0.96,0.02,0.04,0.53
51,University of Wisconsin-Madison,39154,0.1,0.13,72.0,68.8,70.3,85.3,46.3,47.4,2020,0.75,0.74,0.71,0.85,0.46,0.48,0.05,0.02,0.16
52,Washington University in St Louis,13401,0.08,0.2,71.5,64.2,57.5,98.8,40.7,57.1,2020,0.75,0.69,0.58,0.99,0.41,0.57,0.02,0.02,0.24
53,Brown University,9391,0.11,0.2,70.0,64.0,56.1,94.9,36.5,61.4,2020,0.73,0.69,0.56,0.95,0.36,0.62,0.01,0.02,0.24
54,University of North Carolina at Chapel Hill,35419,0.09,0.08,69.9,59.7,63.2,96.9,43.9,38.0,2020,0.73,0.64,0.63,0.97,0.44,0.38,0.04,0.02,0.1
55,"University of California, Davis",39164,0.12,0.14,69.7,62.4,66.9,83.2,51.4,62.4,2020,0.73,0.67,0.67,0.83,0.51,0.63,0.05,0.02,0.17
56,University of Manchester,37038,0.14,0.4,69.7,56.9,63.8,85.2,44.7,91.0,2020,0.73,0.61,0.64,0.85,0.45,0.91,0.04,0.03,0.48
57,"University of California, Santa Barbara",24089,0.28,0.16,69.6,47.9,63.6,96.4,84.5,68.1,2020,0.73,0.52,0.64,0.96,0.84,0.68,0.03,0.06,0.19
58,Chinese University of Hong Kong,18340,0.19,0.32,69.6,55.8,62.8,84.5,55.2,97.8,2020,0.73,0.6,0.63,0.84,0.55,0.98,0.02,0.04,0.39
59,Wageningen University & Research,13914,0.21,0.27,69.4,49.3,57.1,96.1,100.0,81.9,2020,0.73,0.53,0.57,0.96,1.0,0.82,0.02,0.04,0.33
60,University of Sydney,45111,0.2,0.39,69.3,51.0,61.5,90.7,67.7,89.2,2020,0.73,0.55,0.62,0.91,0.68,0.89,0.05,0.04,0.47
61,Boston University,25662,0.12,0.27,68.5,57.3,55.6,95.7,41.4,64.4,2020,0.72,0.62,0.56,0.96,0.41,0.65,0.03,0.02,0.33
62,University of Amsterdam,26723,0.14,0.18,68.1,48.0,63.4,91.2,45.3,82.0,2020,0.71,0.52,0.64,0.91,0.45,0.82,0.03,0.03,0.22
63,University of Southern California,36929,0.12,0.25,68.1,54.7,59.3,93.1,39.7,66.2,2020,0.71,0.59,0.6,0.93,0.4,0.66,0.04,0.02,0.3
64,Seoul National University,26182,0.12,0.12,68.0,72.3,71.6,66.5,86.6,35.8,2020,0.71,0.78,0.72,0.66,0.87,0.36,0.03,0.02,0.14
65,Kyoto University,22566,0.09,0.09,67.7,73.7,78.1,59.9,66.2,33.7,2020,0.71,0.79,0.78,0.6,0.66,0.34,0.03,0.02,0.11
66,University of Queensland,39144,0.36,0.34,67.4,49.3,58.7,86.8,80.9,92.5,2020,0.71,0.53,0.59,0.87,0.81,0.93,0.05,0.07,0.41
67,Delft University of Technology,18743,0.2,0.3,66.7,55.3,72.3,63.2,99.4,92.8,2020,0.7,0.6,0.73,0.63,0.99,0.93,0.02,0.04,0.36
68,Leiden University,28741,0.19,0.16,66.7,48.3,65.0,83.1,72.7,79.4,2020,0.7,0.52,0.65,0.83,0.73,0.8,0.03,0.04,0.19
69,Erasmus University Rotterdam,23167,0.2,0.23,66.3,39.4,57.3,97.1,63.6,87.3,2020,0.69,0.42,0.58,0.97,0.64,0.88,0.03,0.04,0.28
70,Ohio State University (Main campus),54372,0.13,0.13,66.1,57.5,56.1,87.3,53.3,59.5,2020,0.69,0.62,0.56,0.87,0.53,0.6,0.07,0.03,0.16
71,UNSW Sydney,44336,0.36,0.41,65.9,50.2,58.2,82.9,57.9,93.7,2020,0.69,0.54,0.58,0.83,0.58,0.94,0.05,0.07,0.49
72,McMaster University,24412,0.28,0.17,65.4,44.5,50.1,94.8,94.0,82.7,2020,0.69,0.48,0.5,0.95,0.94,0.83,0.03,0.06,0.2
73,University of Groningen,27228,0.24,0.21,65.1,42.3,55.6,91.6,79.8,82.5,2020,0.68,0.46,0.56,0.92,0.8,0.83,0.03,0.05,0.25
74,Humboldt University of Berlin,33463,0.56,0.17,65.0,61.8,66.8,67.9,40.2,67.8,2020,0.68,0.67,0.67,0.68,0.4,0.68,0.04,0.11,0.2
75,Monash University,52989,0.34,0.39,64.7,47.3,56.6,83.8,67.2,89.9,2020,0.68,0.51,0.57,0.84,0.67,0.9,0.06,0.07,0.47
76,Utrecht University,31833,0.14,0.09,64.7,44.1,61.2,88.4,65.3,65.5,2020,0.68,0.48,0.61,0.88,0.65,0.66,0.04,0.03,0.11
77,University of Warwick,20599,0.13,0.41,64.6,46.9,52.7,88.8,42.8,93.8,2020,0.68,0.51,0.53,0.89,0.43,0.94,0.02,0.03,0.49
78,Penn State (Main campus),46204,0.15,0.16,64.2,55.2,67.1,75.7,52.1,47.4,2020,0.67,0.59,0.67,0.76,0.52,0.48,0.06,0.03,0.19
79,University of Minnesota,61120,0.12,0.11,64.1,55.2,59.3,82.7,78.2,40.2,2020,0.67,0.59,0.6,0.83,0.78,0.4,0.07,0.02,0.13
80,Charité - Universitätsmedizin Berlin,7076,0.18,0.19,64.0,47.6,47.3,94.9,92.7,63.5,2020,0.67,0.51,0.47,0.95,0.93,0.64,0.01,0.04,0.23
81,Emory University,12735,0.04,0.2,64.0,56.0,40.4,98.8,45.4,57.9,2020,0.67,0.6,0.41,0.99,0.45,0.58,0.02,0.01,0.24
82,University of Science and Technology of China,16245,0.08,0.04,64.0,64.6,59.5,74.7,79.6,31.3,2020,0.67,0.7,0.6,0.75,0.8,0.31,0.02,0.02,0.05
83,Sorbonne University,43076,0.14,0.19,64.0,62.3,50.6,79.9,38.4,69.2,2020,0.67,0.67,0.51,0.8,0.38,0.69,0.05,0.03,0.23
84,Michigan State University,44789,0.17,0.16,63.9,56.6,57.4,80.0,37.8,63.3,2020,0.67,0.61,0.58,0.8,0.38,0.63,0.05,0.03,0.19
85,University of Montreal,36794,0.2,0.22,63.4,48.2,49.7,86.4,70.0,84.1,2020,0.66,0.52,0.5,0.86,0.7,0.84,0.04,0.04,0.27
86,University of Freiburg,21475,0.43,0.23,63.3,49.1,51.6,83.1,100.0,75.7,2020,0.66,0.53,0.52,0.83,1.0,0.76,0.03,0.09,0.28
87,University of Bristol,21783,0.14,0.27,63.2,41.8,48.4,95.5,40.9,86.6,2020,0.66,0.45,0.49,0.96,0.41,0.87,0.03,0.03,0.33
88,Purdue University West Lafayette,40451,0.16,0.23,63.1,57.5,66.4,63.0,64.3,72.0,2020,0.66,0.62,0.67,0.63,0.64,0.72,0.05,0.03,0.28
89,Sungkyunkwan University (SKKU),23342,0.2,0.15,63.0,57.6,61.2,70.3,97.3,51.1,2020,0.66,0.62,0.61,0.7,0.97,0.51,0.03,0.04,0.18
90,University of Zurich,22609,0.12,0.21,62.8,47.0,46.7,88.2,53.0,92.2,2020,0.66,0.51,0.47,0.88,0.53,0.92,0.03,0.02,0.25
91,"University of Maryland, College Park",33108,0.17,0.11,62.7,46.9,59.1,89.6,39.2,41.2,2020,0.66,0.51,0.59,0.9,0.39,0.41,0.04,0.03,0.13
92,University of Tübingen,27901,0.38,0.14,62.7,51.2,56.2,80.1,67.0,64.0,2020,0.66,0.55,0.56,0.8,0.67,0.64,0.03,0.08,0.17
93,École Polytechnique,3030,0.06,0.4,62.5,59.6,49.1,70.2,69.6,95.2,2020,0.66,0.64,0.49,0.7,0.7,0.95,0.0,0.01,0.48
94,University of Basel,11518,0.16,0.27,62.4,43.0,41.2,91.4,99.4,96.1,2020,0.65,0.46,0.41,0.91,0.99,0.96,0.01,0.03,0.33
95,Dartmouth College,6247,0.08,0.15,62.4,58.4,39.9,96.4,41.0,39.6,2020,0.65,0.63,0.4,0.96,0.41,0.4,0.01,0.02,0.18
96,"University of California, Irvine",32706,0.17,0.26,62.3,43.3,46.5,94.9,58.9,71.9,2020,0.65,0.47,0.47,0.95,0.59,0.72,0.04,0.03,0.31
97,University of Helsinki,22072,0.17,0.05,62.3,43.4,59.3,88.1,38.1,55.1,2020,0.65,0.47,0.6,0.88,0.38,0.55,0.03,0.03,0.06
98,Lund University,27266,0.12,0.19,62.3,40.7,54.3,86.3,81.0,77.7,2020,0.65,0.44,0.55,0.86,0.81,0.78,0.03,0.02,0.23
99,University of Glasgow,25357,0.15,0.37,62.2,41.1,47.9,91.8,40.0,92.3,2020,0.65,0.44,0.48,0.92,0.4,0.93,0.03,0.03,0.45
100,RWTH Aachen University,45377,0.61,0.21,62.2,55.6,61.5,67.3,98.1,59.0,2020,0.65,0.6,0.62,0.67,0.98,0.59,0.05,0.12,0.25
101,University of Copenhagen,31219,0.04,0.17,62.1,48.1,44.1,89.6,48.1,85.4,2020,0.65,0.52,0.44,0.9,0.48,0.86,0.04,0.01,0.2
102,Georgetown University,16279,0.09,0.18,61.9,57.3,37.9,93.9,62.5,47.2,2020,0.65,0.62,0.38,0.94,0.62,0.47,0.02,0.02,0.22
103,Uppsala University,25438,0.17,0.15,61.9,41.6,56.4,85.0,74.6,68.1,2020,0.65,0.45,0.57,0.85,0.75,0.68,0.03,0.03,0.18
104,University of Arizona,39124,0.18,0.1,61.8,52.6,53.7,85.3,52.7,40.2,2020,0.65,0.57,0.54,0.85,0.53,0.4,0.05,0.04,0.12
105,University of Bonn,36352,0.68,0.13,61.6,47.6,47.0,88.0,93.3,60.3,2020,0.65,0.51,0.47,0.88,0.93,0.6,0.04,0.14,0.16
106,Rice University,6667,0.09,0.28,61.6,49.1,39.7,93.7,45.4,77.0,2020,0.65,0.53,0.4,0.94,0.45,0.77,0.01,0.02,0.34
107,University of Virginia (Main campus),23116,0.09,0.12,61.5,54.4,43.5,91.3,41.6,48.9,2020,0.64,0.59,0.44,0.91,0.42,0.49,0.03,0.02,0.14
108,Zhejiang University,33427,0.11,0.22,61.5,66.0,64.7,50.6,100.0,61.8,2020,0.64,0.71,0.65,0.51,1.0,0.62,0.04,0.02,0.27
109,Fudan University,32537,0.11,0.12,61.4,61.9,58.6,68.1,58.6,44.8,2020,0.64,0.67,0.59,0.68,0.59,0.45,0.04,0.02,0.14
110,Korea Advanced Institute of Science and Technology (KAIST),9481,0.1,0.08,61.3,62.6,66.4,58.1,99.9,35.5,2020,0.64,0.67,0.67,0.58,1.0,0.36,0.01,0.02,0.1
111,Queen Mary University of London,17799,0.14,0.43,61.3,35.3,43.1,98.0,44.1,96.7,2020,0.64,0.38,0.43,0.98,0.44,0.97,0.02,0.03,0.52
112,University of Birmingham,29542,0.16,0.29,60.9,39.6,45.6,92.1,39.3,89.2,2020,0.64,0.43,0.46,0.92,0.39,0.89,0.04,0.03,0.35
113,University of Bern,11090,0.17,0.16,60.4,44.5,41.2,86.6,85.0,87.3,2020,0.63,0.48,0.41,0.87,0.85,0.88,0.01,0.03,0.19
114,University of Pittsburgh-Pittsburgh campus,26652,0.06,0.11,60.4,47.4,45.5,95.1,40.7,39.3,2020,0.63,0.51,0.46,0.95,0.41,0.39,0.03,0.01,0.13
115,Aarhus University,26842,0.14,0.09,60.3,37.2,54.0,85.4,66.7,74.8,2020,0.63,0.4,0.54,0.85,0.67,0.75,0.03,0.03,0.11
116,Vanderbilt University,12006,0.03,0.14,60.2,48.7,42.1,95.4,47.5,43.0,2020,0.63,0.52,0.42,0.95,0.48,0.43,0.01,0.01,0.17
117,Free University of Berlin,35894,0.58,0.21,60.1,57.2,63.3,58.4,42.4,71.6,2020,0.63,0.62,0.64,0.58,0.42,0.72,0.04,0.12,0.25
118,University of Sheffield,26218,0.15,0.34,60.1,45.2,46.4,83.0,45.8,87.3,2020,0.63,0.49,0.47,0.83,0.46,0.88,0.03,0.03,0.41
119,Case Western Reserve University,10654,0.09,0.23,60.0,48.4,39.9,95.3,42.1,52.2,2020,0.63,0.52,0.4,0.95,0.42,0.52,0.01,0.02,0.28
120,University of Adelaide,21093,0.3,0.29,59.9,34.3,41.6,95.3,64.8,91.7,2020,0.63,0.37,0.42,0.95,0.65,0.92,0.03,0.06,0.35
121,National Taiwan University,27254,0.11,0.11,59.9,57.0,62.7,64.0,65.4,41.9,2020,0.63,0.61,0.63,0.64,0.65,0.42,0.03,0.02,0.13
122,University of Southampton,23863,0.14,0.34,59.8,40.2,44.3,88.0,40.1,94.2,2020,0.63,0.43,0.44,0.88,0.4,0.94,0.03,0.03,0.41
123,Ghent University,38080,0.37,0.1,59.7,43.3,55.5,78.4,80.9,59.5,2020,0.63,0.47,0.56,0.78,0.81,0.6,0.05,0.07,0.12
124,University of Colorado Boulder,33186,0.16,0.11,59.6,44.8,45.6,93.1,41.7,47.3,2020,0.62,0.48,0.46,0.93,0.42,0.47,0.04,0.03,0.13
125,University of Göttingen,30773,0.29,0.13,59.5,49.6,48.6,82.0,37.0,60.9,2020,0.62,0.53,0.49,0.82,0.37,0.61,0.04,0.06,0.16
126,City University of Hong Kong,9587,0.11,0.45,59.3,41.0,48.9,77.6,62.4,99.6,2020,0.62,0.44,0.49,0.78,0.62,1.0,0.01,0.02,0.54
127,Maastricht University,16857,0.19,0.54,59.0,40.2,48.3,77.0,82.9,97.6,2020,0.62,0.43,0.48,0.77,0.83,0.98,0.02,0.04,0.65
128,Radboud University Nijmegen,20024,0.18,0.14,58.9,36.0,49.9,88.2,46.2,73.0,2020,0.62,0.39,0.5,0.88,0.46,0.73,0.02,0.04,0.17
129,University of York,16058,0.15,0.24,58.9,40.3,46.6,85.1,36.4,85.4,2020,0.62,0.43,0.47,0.85,0.36,0.86,0.02,0.03,0.29
130,University of Paris,61390,0.16,0.17,58.8,52.0,36.1,88.3,35.6,66.6,2020,0.62,0.56,0.36,0.88,0.36,0.67,0.07,0.03,0.2
131,University of Oslo,20783,0.13,0.17,58.7,39.6,43.8,90.0,40.7,75.5,2020,0.62,0.43,0.44,0.9,0.41,0.76,0.03,0.03,0.2
132,University of Western Australia,18400,0.23,0.29,58.7,32.5,43.9,91.0,57.0,94.3,2020,0.62,0.35,0.44,0.91,0.57,0.95,0.02,0.05,0.35
133,Durham University,16963,0.15,0.3,58.5,45.5,47.8,75.5,37.9,91.7,2020,0.61,0.49,0.48,0.76,0.38,0.92,0.02,0.03,0.36
134,Indiana University,66872,0.14,0.15,58.4,50.8,49.7,76.7,49.8,53.5,2020,0.61,0.55,0.5,0.77,0.5,0.54,0.08,0.03,0.18
135,University of Vienna,33547,0.4,0.27,58.4,48.1,55.3,64.6,37.1,94.2,2020,0.61,0.52,0.56,0.65,0.37,0.94,0.04,0.08,0.33
136,University of Alberta,31919,0.21,0.26,58.2,47.9,48.8,70.3,60.5,87.5,2020,0.61,0.52,0.49,0.7,0.6,0.88,0.04,0.04,0.31
137,University of Cape Town,21812,0.12,0.17,58.2,33.2,42.8,90.3,85.3,81.8,2020,0.61,0.36,0.43,0.9,0.85,0.82,0.03,0.02,0.2
138,Vrije Universiteit Amsterdam,23025,0.17,0.1,58.1,35.7,48.1,88.4,52.5,68.8,2020,0.61,0.38,0.48,0.88,0.52,0.69,0.03,0.03,0.12
139,Lancaster University,12657,0.13,0.38,58.0,34.7,39.4,92.5,36.0,94.2,2020,0.61,0.37,0.4,0.92,0.36,0.94,0.02,0.03,0.46
140,Tufts University,11017,0.1,0.16,58.0,49.1,34.2,94.4,38.6,49.6,2020,0.61,0.53,0.34,0.94,0.39,0.5,0.01,0.02,0.19
141,University of Ottawa,35365,0.25,0.19,57.9,41.3,42.0,86.2,46.5,77.7,2020,0.61,0.45,0.42,0.86,0.46,0.78,0.04,0.05,0.23
142,Ulm University,10629,0.28,0.13,57.9,40.6,36.6,94.9,75.7,57.5,2020,0.61,0.44,0.37,0.95,0.76,0.58,0.01,0.06,0.16
143,Pompeu Fabra University,11636,0.22,0.13,57.8,37.7,40.1,94.4,44.5,66.5,2020,0.61,0.41,0.4,0.94,0.44,0.67,0.01,0.04,0.16
144,University of Geneva,16935,0.16,0.39,57.6,38.1,43.7,80.4,63.3,98.4,2020,0.6,0.41,0.44,0.8,0.63,0.99,0.02,0.03,0.47
145,Nanjing University,34569,0.16,0.1,57.6,50.7,48.0,71.8,84.9,57.8,2020,0.6,0.55,0.48,0.72,0.85,0.58,0.04,0.03,0.12
146,University of Exeter,21451,0.18,0.28,57.4,33.9,38.9,92.4,37.8,91.9,2020,0.6,0.37,0.39,0.92,0.38,0.92,0.03,0.04,0.34
147,Pohang University of Science and Technology (POSTECH),3215,0.1,0.03,57.4,51.7,50.9,72.2,99.6,32.9,2020,0.6,0.56,0.51,0.72,1.0,0.33,0.0,0.02,0.04
148,University of Sussex,14978,0.16,0.39,57.4,35.3,37.9,91.8,35.9,93.6,2020,0.6,0.38,0.38,0.92,0.36,0.94,0.02,0.03,0.47
149,University of Hamburg,30375,0.59,0.12,57.3,44.4,49.8,74.0,98.5,58.1,2020,0.6,0.48,0.5,0.74,0.98,0.58,0.04,0.12,0.14
150,Sant’Anna School of Advanced Studies – Pisa,776,0.12,0.19,57.3,45.0,42.3,82.5,84.7,56.0,2020,0.6,0.48,0.42,0.82,0.85,0.56,0.0,0.02,0.23
151,Technical University of Berlin,22622,0.61,0.24,57.3,50.4,53.9,62.3,92.7,66.2,2020,0.6,0.54,0.54,0.62,0.93,0.66,0.03,0.12,0.29
152,Université Catholique de Louvain,26235,0.39,0.2,57.2,38.8,51.5,75.7,53.7,80.5,2020,0.6,0.42,0.52,0.76,0.54,0.81,0.03,0.08,0.24
153,University of Nottingham,29699,0.15,0.29,57.2,42.7,42.6,80.3,39.4,87.5,2020,0.6,0.46,0.43,0.8,0.39,0.88,0.04,0.03,0.35
154,Scuola Normale Superiore di Pisa,558,0.07,0.11,57.2,57.2,38.1,79.2,35.9,52.8,2020,0.6,0.62,0.38,0.79,0.36,0.53,0.0,0.01,0.13
155,Arizona State University (Tempe),46683,0.21,0.21,57.1,39.3,50.7,81.6,38.5,61.8,2020,0.6,0.42,0.51,0.82,0.38,0.62,0.06,0.04,0.25
156,University of Leeds,30236,0.14,0.29,57.1,41.1,45.9,78.0,39.9,87.5,2020,0.6,0.44,0.46,0.78,0.4,0.88,0.04,0.03,0.35
157,Autonomous University of Barcelona,31877,0.13,0.16,56.9,40.9,36.1,92.9,44.8,64.3,2020,0.6,0.44,0.36,0.93,0.45,0.64,0.04,0.03,0.19
158,University of Cologne,36965,0.37,0.16,56.9,43.6,42.9,81.5,70.6,62.9,2020,0.6,0.47,0.43,0.82,0.71,0.63,0.04,0.07,0.19
159,University of Mannheim,10730,0.8,0.18,56.9,41.9,50.0,78.2,58.6,58.5,2020,0.6,0.45,0.5,0.78,0.59,0.59,0.01,0.16,0.22
160,University of Notre Dame,12104,0.14,0.12,56.9,52.9,46.2,73.5,38.1,55.3,2020,0.6,0.57,0.46,0.74,0.38,0.55,0.01,0.03,0.14
161,Shanghai Jiao Tong University,38853,0.11,0.13,56.9,58.0,63.0,47.9,99.9,49.8,2020,0.6,0.62,0.63,0.48,1.0,0.5,0.05,0.02,0.16
