rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
37,University of British Columbia,54744,0.19,0.33,75.8,61.6,74.0,89.4,47.4,94.9,2022,0.79,0.65,0.74,0.89,0.47,0.95,0.13,0.09,0.36
38,Technical University of Munich,32672,0.39,0.33,75.6,64.5,74.8,85.5,100.0,76.1,2022,0.79,0.68,0.75,0.86,1.0,0.76,0.08,0.19,0.36
39,Karolinska Institute,7937,0.1,0.24,74.3,55.1,71.0,94.2,70.5,86.2,2022,0.78,0.58,0.71,0.94,0.7,0.86,0.02,0.05,0.26
40,École Polytechnique Fédérale de Lausanne,11266,0.12,0.62,74.1,63.8,67.0,85.5,74.9,98.3,2022,0.77,0.68,0.67,0.86,0.75,0.98,0.03,0.06,0.68
41,Paris Sciences et Lettres – PSL Research University Paris,20547,0.15,0.25,74.1,69.1,71.2,80.1,78.7,80.5,2022,0.77,0.73,0.71,0.8,0.79,0.81,0.05,0.07,0.27
42,Universität Heidelberg,19530,0.14,0.19,73.6,67.9,59.9,95.5,54.2,69.6,2022,0.77,0.72,0.6,0.96,0.54,0.7,0.05,0.07,0.21
43,KU Leuven,46327,0.36,0.16,73.6,59.1,73.2,86.2,99.2,74.2,2022,0.77,0.63,0.73,0.86,0.99,0.74,0.11,0.18,0.18
44,McGill University,31581,0.13,0.32,73.4,63.3,70.9,83.9,45.3,91.5,2022,0.77,0.67,0.71,0.84,0.45,0.92,0.07,0.06,0.35
45,Georgia Institute of Technology,27838,0.26,0.25,73.3,58.2,69.4,91.4,71.4,77.7,2022,0.77,0.62,0.7,0.91,0.71,0.78,0.06,0.13,0.27
46,"Nanyang Technological University, Singapore",23951,0.15,0.24,73.0,57.2,70.3,85.1,87.0,93.9,2022,0.76,0.61,0.71,0.85,0.87,0.94,0.06,0.07,0.26
47,University of Texas at Austin,49845,0.17,0.1,72.9,67.9,71.5,89.4,50.1,39.8,2022,0.76,0.72,0.72,0.89,0.5,0.4,0.12,0.08,0.11
48,University of Illinois at Urbana-Champaign,47202,0.18,0.23,72.6,65.7,77.3,80.9,50.0,55.4,2022,0.76,0.7,0.78,0.81,0.5,0.55,0.11,0.09,0.25
49,Chinese University of Hong Kong,18478,0.19,0.25,71.3,55.1,58.6,95.0,60.2,95.0,2022,0.75,0.58,0.59,0.95,0.6,0.95,0.04,0.09,0.27
50,University of Manchester,36545,0.14,0.43,71.2,56.4,65.0,89.1,45.6,92.4,2022,0.74,0.6,0.65,0.89,0.46,0.92,0.09,0.07,0.47
51,Washington University in St Louis,14243,0.08,0.22,70.7,60.5,57.5,98.5,44.9,62.1,2022,0.74,0.64,0.58,0.98,0.45,0.62,0.03,0.04,0.24
52,University of North Carolina at Chapel Hill,31064,0.08,0.08,70.6,62.2,63.4,95.6,45.0,41.1,2022,0.74,0.66,0.64,0.96,0.45,0.41,0.07,0.04,0.09
53,Wageningen University & Research,14871,0.2,0.27,70.1,50.1,58.1,95.6,100.0,86.4,2022,0.73,0.53,0.58,0.96,1.0,0.86,0.03,0.1,0.3
54,Australian National University,18934,0.18,0.47,70.0,49.8,67.7,87.8,47.8,96.5,2022,0.73,0.53,0.68,0.88,0.48,0.97,0.04,0.09,0.52
55,The University of Queensland,41914,0.36,0.41,70.0,55.0,62.0,85.8,86.2,93.4,2022,0.73,0.58,0.62,0.86,0.86,0.93,0.1,0.18,0.45
56,Seoul National University,26871,0.15,0.11,70.0,73.8,73.8,68.5,98.2,36.9,2022,0.73,0.78,0.74,0.68,0.98,0.37,0.06,0.07,0.12
57,Monash University,60211,0.44,0.45,69.9,54.3,61.7,87.7,79.2,91.0,2022,0.73,0.57,0.62,0.88,0.79,0.91,0.14,0.22,0.49
58,The University of Sydney,47956,0.19,0.47,69.8,51.8,62.2,90.5,66.1,90.9,2022,0.73,0.55,0.62,0.9,0.66,0.91,0.11,0.09,0.52
59,University of Wisconsin-Madison,39783,0.1,0.14,69.8,67.4,69.5,79.2,47.5,50.4,2022,0.73,0.71,0.7,0.79,0.48,0.5,0.09,0.05,0.15
60,Fudan University,33140,0.11,0.12,69.7,66.8,68.4,79.0,70.7,48.6,2022,0.73,0.71,0.69,0.79,0.71,0.49,0.08,0.05,0.13
61,Kyoto University,22299,0.09,0.11,69.6,78.5,78.9,58.3,80.8,38.2,2022,0.73,0.83,0.79,0.58,0.81,0.38,0.05,0.04,0.12
62,Boston University,27785,0.11,0.29,69.5,57.3,60.2,93.8,46.5,65.5,2022,0.73,0.61,0.6,0.94,0.46,0.66,0.06,0.05,0.32
63,University of Southern California,42502,0.13,0.24,69.3,62.1,58.8,90.3,41.2,65.5,2022,0.72,0.66,0.59,0.9,0.41,0.66,0.1,0.06,0.26
64,Brown University,9851,0.11,0.2,69.1,62.2,56.6,92.9,37.4,61.9,2022,0.72,0.66,0.57,0.93,0.37,0.62,0.02,0.05,0.22
65,University of Amsterdam,25556,0.13,0.29,68.9,49.0,63.3,91.6,41.6,89.8,2022,0.72,0.52,0.64,0.92,0.42,0.9,0.06,0.06,0.32
66,The Hong Kong University of Science and Technology,10147,0.21,0.31,68.8,50.9,62.1,86.6,65.1,97.6,2022,0.72,0.54,0.62,0.87,0.65,0.98,0.02,0.1,0.34
67,"University of California, Davis",37222,0.13,0.19,67.9,58.8,64.6,81.5,50.7,68.9,2022,0.71,0.62,0.65,0.82,0.51,0.69,0.09,0.06,0.21
68,"University of California, Santa Barbara",25578,0.28,0.19,67.7,45.2,58.9,96.6,79.8,73.6,2022,0.71,0.48,0.59,0.97,0.8,0.74,0.06,0.14,0.21
69,Utrecht University,33569,0.18,0.11,67.6,46.6,63.1,90.1,77.0,76.3,2022,0.71,0.49,0.63,0.9,0.77,0.76,0.08,0.09,0.12
70,UNSW Sydney,48077,0.4,0.44,67.4,50.4,60.4,84.1,72.7,95.2,2022,0.7,0.53,0.61,0.84,0.73,0.95,0.11,0.2,0.48
71,Leiden University,31556,0.19,0.19,67.1,44.8,65.1,86.8,71.8,84.1,2022,0.7,0.47,0.65,0.87,0.72,0.84,0.07,0.09,0.21
72,Erasmus University Rotterdam,28933,0.29,0.22,67.0,40.2,57.8,97.0,76.5,88.5,2022,0.7,0.43,0.58,0.97,0.76,0.89,0.07,0.14,0.24
73,Charité - Universitätsmedizin Berlin,7998,0.19,0.21,66.8,48.6,50.6,98.7,92.2,68.1,2022,0.7,0.51,0.51,0.99,0.92,0.68,0.02,0.09,0.23
74,Humboldt University of Berlin,33868,0.54,0.18,66.3,59.9,66.7,73.5,41.6,70.1,2022,0.69,0.63,0.67,0.74,0.42,0.7,0.08,0.26,0.2
75,Delft University of Technology,20133,0.17,0.31,65.8,57.1,71.1,59.4,97.7,93.6,2022,0.69,0.6,0.71,0.59,0.98,0.94,0.05,0.08,0.34
76,Zhejiang University,40352,0.12,0.2,65.8,67.2,69.9,58.6,100.0,61.6,2022,0.69,0.71,0.7,0.59,1.0,0.62,0.09,0.06,0.22
77,University of Zurich,23714,0.15,0.22,65.8,52.2,49.6,89.4,61.9,92.5,2022,0.69,0.55,0.5,0.89,0.62,0.93,0.06,0.07,0.24
78,University of Tübingen,20438,0.26,0.14,65.4,53.3,58.7,82.9,82.7,65.2,2022,0.68,0.56,0.59,0.83,0.83,0.65,0.05,0.13,0.15
79,University of Warwick,22710,0.14,0.43,65.4,46.9,53.0,90.7,44.8,94.5,2022,0.68,0.5,0.53,0.91,0.45,0.95,0.05,0.07,0.47
80,University of Groningen,29440,0.24,0.27,65.2,42.5,55.3,90.6,81.1,88.7,2022,0.68,0.45,0.56,0.91,0.81,0.89,0.07,0.12,0.3
81,McMaster University,26112,0.3,0.2,65.2,44.3,50.6,93.1,98.3,85.1,2022,0.68,0.47,0.51,0.93,0.98,0.85,0.06,0.15,0.22
82,Emory University,13179,0.04,0.2,65.1,55.1,44.9,98.1,48.2,59.7,2022,0.68,0.58,0.45,0.98,0.48,0.6,0.03,0.02,0.22
83,Free University of Berlin,27018,0.43,0.23,64.8,55.4,65.2,72.9,41.9,75.7,2022,0.68,0.59,0.65,0.73,0.42,0.76,0.06,0.21,0.25
84,Shanghai Jiao Tong University,36638,0.11,0.1,64.7,64.2,71.9,59.3,100.0,47.0,2022,0.68,0.68,0.72,0.59,1.0,0.47,0.09,0.05,0.11
85,Ohio State University (Main campus),55809,0.12,0.13,63.8,54.7,52.2,86.1,53.2,60.6,2022,0.67,0.58,0.52,0.86,0.53,0.61,0.13,0.06,0.14
86,University of Glasgow,27625,0.14,0.4,63.7,41.9,49.9,94.0,40.7,93.1,2022,0.67,0.44,0.5,0.94,0.41,0.93,0.06,0.07,0.44
87,University of Minnesota,61321,0.12,0.1,63.7,55.9,57.9,81.7,80.4,40.8,2022,0.67,0.59,0.58,0.82,0.8,0.41,0.14,0.06,0.11
88,University of Montreal,36524,0.2,0.23,63.6,50.4,52.9,81.7,69.5,85.7,2022,0.66,0.53,0.53,0.82,0.7,0.86,0.09,0.1,0.25
89,University of Science and Technology of China,16718,0.07,0.05,63.6,63.4,61.5,72.8,70.3,34.5,2022,0.66,0.67,0.62,0.73,0.7,0.35,0.04,0.03,0.05
90,Sorbonne University,42330,0.14,0.21,63.6,61.0,53.6,76.6,38.2,70.4,2022,0.66,0.65,0.54,0.77,0.38,0.7,0.1,0.07,0.23
91,Hong Kong Polytechnic University,21979,0.26,0.29,63.3,45.4,53.9,83.7,46.0,97.1,2022,0.66,0.48,0.54,0.84,0.46,0.97,0.05,0.13,0.32
92,Institut Polytechnique de Paris,6087,0.07,0.4,63.3,57.3,54.7,69.0,77.1,94.5,2022,0.66,0.61,0.55,0.69,0.77,0.95,0.01,0.03,0.44
93,University of Bristol,24110,0.14,0.3,63.1,40.6,49.2,94.7,43.7,89.1,2022,0.66,0.43,0.49,0.95,0.44,0.89,0.06,0.07,0.33
94,"University of Maryland, College Park",34017,0.17,0.11,63.0,49.3,56.8,89.8,39.3,42.9,2022,0.66,0.52,0.57,0.9,0.39,0.43,0.08,0.08,0.12
95,Michigan State University,45689,0.16,0.14,63.0,58.1,56.1,77.2,37.7,62.0,2022,0.66,0.61,0.56,0.77,0.38,0.62,0.11,0.08,0.15
96,University of Copenhagen,30326,0.04,0.18,62.7,46.8,47.1,88.8,54.4,86.8,2022,0.66,0.5,0.47,0.89,0.54,0.87,0.07,0.02,0.2
97,Ghent University,38984,0.36,0.11,62.7,48.9,58.4,79.2,83.3,62.4,2022,0.66,0.52,0.59,0.79,0.83,0.62,0.09,0.18,0.12
98,"University of California, Irvine",35944,0.17,0.28,62.4,42.5,49.0,93.8,52.0,73.2,2022,0.65,0.45,0.49,0.94,0.52,0.73,0.08,0.08,0.31
99,Dartmouth College,6378,0.08,0.15,62.3,60.1,40.2,93.6,38.9,41.7,2022,0.65,0.64,0.4,0.94,0.39,0.42,0.01,0.04,0.16
100,Korea Advanced Institute of Science and Technology (KAIST),9504,0.1,0.1,62.3,64.1,66.5,59.3,100.0,38.0,2022,0.65,0.68,0.67,0.59,1.0,0.38,0.02,0.05,0.11
101,University of Bern,11556,0.17,0.16,62.2,45.0,44.9,88.2,90.6,87.3,2022,0.65,0.48,0.45,0.88,0.91,0.87,0.03,0.08,0.18
102,University of Helsinki,22628,0.16,0.06,62.2,44.3,56.9,88.5,37.8,57.3,2022,0.65,0.47,0.57,0.88,0.38,0.57,0.05,0.08,0.07
103,University of Basel,9440,0.12,0.3,62.1,42.9,42.0,89.5,99.9,97.0,2022,0.65,0.45,0.42,0.9,1.0,0.97,0.02,0.06,0.33
104,Aarhus University,26521,0.14,0.09,61.7,39.3,58.4,82.4,74.9,76.9,2022,0.64,0.42,0.59,0.82,0.75,0.77,0.06,0.07,0.1
105,University of Birmingham,31365,0.15,0.32,61.5,40.3,45.2,93.3,40.6,91.7,2022,0.64,0.43,0.45,0.93,0.41,0.92,0.07,0.07,0.35
106,Nanjing University,37137,0.17,0.09,61.5,54.9,54.6,74.0,86.8,56.6,2022,0.64,0.58,0.55,0.74,0.87,0.57,0.09,0.08,0.1
107,Purdue University West Lafayette,43411,0.17,0.21,61.5,56.7,65.2,59.6,68.9,70.9,2022,0.64,0.6,0.65,0.6,0.69,0.71,0.1,0.08,0.23
108,University of Freiburg,21416,0.4,0.12,61.4,47.1,51.8,82.2,97.2,61.4,2022,0.64,0.5,0.52,0.82,0.97,0.61,0.05,0.2,0.13
109,RWTH Aachen University,45628,0.56,0.25,61.4,55.3,61.6,64.1,98.7,62.0,2022,0.64,0.59,0.62,0.64,0.99,0.62,0.11,0.27,0.27
110,University of Sheffield,27265,0.15,0.38,61.3,45.5,46.4,86.3,48.8,87.8,2022,0.64,0.48,0.47,0.86,0.49,0.88,0.06,0.07,0.42
111,University of Adelaide,22061,0.31,0.32,61.2,35.6,45.2,94.3,65.5,93.7,2022,0.64,0.38,0.45,0.94,0.66,0.94,0.05,0.15,0.35
112,University of Bonn,27743,0.5,0.16,61.1,48.4,48.7,85.2,55.5,67.1,2022,0.64,0.51,0.49,0.85,0.56,0.67,0.06,0.25,0.18
113,National Taiwan University (NTU),24810,0.11,0.12,61.0,55.8,64.7,64.8,75.4,46.9,2022,0.64,0.59,0.65,0.65,0.75,0.47,0.06,0.05,0.13
114,Vanderbilt University,12366,0.03,0.16,61.0,48.6,43.8,94.1,56.9,48.7,2022,0.64,0.51,0.44,0.94,0.57,0.49,0.03,0.01,0.18
115,Vrije Universiteit Amsterdam,26593,0.19,0.14,60.9,39.9,51.5,87.8,59.3,75.4,2022,0.64,0.42,0.52,0.88,0.59,0.75,0.06,0.09,0.15
116,Lund University,28498,0.11,0.19,60.8,39.6,53.1,83.1,82.0,79.9,2022,0.64,0.42,0.53,0.83,0.82,0.8,0.07,0.05,0.21
117,Université Paris-Saclay,40884,0.13,0.19,60.4,51.6,47.9,80.2,56.4,68.2,2022,0.63,0.55,0.48,0.8,0.56,0.68,0.1,0.06,0.21
118,Queen Mary University of London,19975,0.14,0.46,60.4,33.7,41.6,98.1,42.7,97.1,2022,0.63,0.36,0.42,0.98,0.43,0.97,0.05,0.07,0.51
119,University of Göttingen,30610,0.27,0.14,60.1,46.8,50.0,84.9,37.7,62.2,2022,0.63,0.5,0.5,0.85,0.38,0.62,0.07,0.13,0.15
120,University of Oslo,21413,0.13,0.19,60.1,40.5,46.5,89.5,44.3,80.4,2022,0.63,0.43,0.47,0.9,0.44,0.8,0.05,0.06,0.21
121,Penn State (Main campus),46513,0.14,0.16,60.1,49.3,60.3,75.3,40.7,47.5,2022,0.63,0.52,0.61,0.75,0.41,0.48,0.11,0.07,0.18
122,Lancaster University,13510,0.12,0.37,60.0,38.6,40.9,93.9,36.4,94.6,2022,0.63,0.41,0.41,0.94,0.36,0.95,0.03,0.06,0.41
123,Sungkyunkwan University (SKKU),23104,0.19,0.19,60.0,56.9,60.2,60.7,99.4,56.3,2022,0.63,0.6,0.6,0.61,0.99,0.56,0.05,0.09,0.21
124,University of Southampton,21815,0.14,0.36,59.9,39.9,42.1,90.6,43.4,94.5,2022,0.63,0.42,0.42,0.91,0.43,0.95,0.05,0.07,0.4
125,University of Alberta,33475,0.22,0.28,59.6,48.2,50.7,71.9,64.7,88.9,2022,0.62,0.51,0.51,0.72,0.65,0.89,0.08,0.11,0.31
126,Case Western Reserve University,10898,0.09,0.23,59.4,47.6,41.7,91.9,41.7,53.8,2022,0.62,0.5,0.42,0.92,0.42,0.54,0.03,0.04,0.25
127,University of Leeds,33320,0.15,0.32,59.2,43.7,46.5,81.1,39.8,90.3,2022,0.62,0.46,0.47,0.81,0.4,0.9,0.08,0.07,0.35
128,Maastricht University,18159,0.18,0.55,59.2,39.8,50.0,76.1,84.6,98.1,2022,0.62,0.42,0.5,0.76,0.85,0.98,0.04,0.09,0.6
129,University of Virginia (Main campus),25377,0.09,0.13,59.2,49.4,41.2,90.5,43.1,51.0,2022,0.62,0.52,0.41,0.9,0.43,0.51,0.06,0.04,0.14
130,Georgetown University,16703,0.09,0.2,59.1,55.0,35.3,88.8,70.2,48.9,2022,0.62,0.58,0.35,0.89,0.7,0.49,0.04,0.04,0.22
131,Uppsala University,26917,0.16,0.17,59.0,38.5,55.8,78.4,71.8,71.4,2022,0.62,0.41,0.56,0.78,0.72,0.71,0.06,0.08,0.19
132,Arizona State University (Tempe),48255,0.2,0.18,58.6,46.3,49.2,80.9,38.5,62.8,2022,0.61,0.49,0.49,0.81,0.38,0.63,0.11,0.1,0.2
133,University of Hamburg,30953,0.6,0.13,58.6,45.4,52.5,74.9,93.8,58.7,2022,0.61,0.48,0.53,0.75,0.94,0.59,0.07,0.29,0.14
134,The University of Western Australia,18683,0.21,0.3,58.6,34.4,43.6,88.0,65.0,95.5,2022,0.61,0.36,0.44,0.88,0.65,0.96,0.04,0.1,0.33
135,Rice University,6885,0.09,0.28,58.5,47.3,37.5,87.2,44.2,77.8,2022,0.61,0.5,0.38,0.87,0.44,0.78,0.02,0.04,0.31
136,University of Auckland,32983,0.23,0.32,58.4,34.0,46.3,84.8,69.4,94.6,2022,0.61,0.36,0.46,0.85,0.69,0.95,0.08,0.11,0.35
137,University of Vienna,33852,0.38,0.29,58.4,46.9,55.4,65.4,37.8,95.4,2022,0.61,0.5,0.56,0.65,0.38,0.95,0.08,0.19,0.32
138,Radboud University Nijmegen,21818,0.18,0.15,58.3,35.5,50.4,85.9,44.4,74.8,2022,0.61,0.38,0.51,0.86,0.44,0.75,0.05,0.09,0.16
139,Technical University of Berlin,22118,0.55,0.27,58.3,50.2,55.4,64.1,96.9,66.8,2022,0.61,0.53,0.56,0.64,0.97,0.67,0.05,0.27,0.3
140,University of Pittsburgh-Pittsburgh campus,26841,0.06,0.12,58.2,45.6,42.3,91.7,42.6,43.6,2022,0.61,0.48,0.42,0.92,0.43,0.44,0.06,0.03,0.13
141,University of Nottingham,31360,0.15,0.3,58.1,43.6,44.2,80.1,40.5,89.2,2022,0.61,0.46,0.44,0.8,0.4,0.89,0.07,0.07,0.33
142,University of Rochester,10177,0.07,0.36,57.9,44.9,39.3,86.4,50.5,73.1,2022,0.61,0.48,0.39,0.86,0.5,0.73,0.02,0.03,0.4
143,University of Antwerp,15347,0.31,0.17,57.8,35.4,47.0,85.4,85.7,70.6,2022,0.6,0.37,0.47,0.85,0.86,0.71,0.04,0.15,0.19
144,University of Exeter,22740,0.16,0.28,57.8,33.9,39.3,93.5,37.5,91.6,2022,0.6,0.36,0.39,0.94,0.38,0.92,0.05,0.08,0.31
145,University of Technology Sydney,26955,0.4,0.37,57.8,36.5,43.7,83.7,55.0,97.2,2022,0.6,0.39,0.44,0.84,0.55,0.97,0.06,0.2,0.41
146,University of Mannheim,7641,0.57,0.25,57.6,43.0,50.5,76.6,60.7,67.5,2022,0.6,0.46,0.51,0.77,0.61,0.68,0.02,0.28,0.27
147,Newcastle University,24630,0.14,0.27,57.6,34.1,39.8,92.8,42.3,87.5,2022,0.6,0.36,0.4,0.93,0.42,0.88,0.06,0.07,0.3
148,Trinity College Dublin,17495,0.21,0.32,57.6,40.4,45.0,79.5,42.1,95.0,2022,0.6,0.43,0.45,0.8,0.42,0.95,0.04,0.1,0.35
149,Ulm University,10284,0.27,0.13,57.6,39.8,38.6,92.4,85.7,56.9,2022,0.6,0.42,0.39,0.92,0.86,0.57,0.02,0.13,0.14
150,University of Arizona,39616,0.17,0.1,57.5,46.6,48.0,82.4,50.5,41.4,2022,0.6,0.49,0.48,0.82,0.5,0.41,0.09,0.08,0.11
151,City University of Hong Kong,9506,0.11,0.56,57.4,42.7,44.3,75.4,46.6,99.7,2022,0.6,0.45,0.44,0.75,0.47,1.0,0.02,0.05,0.62
152,University of Sussex,17405,0.18,0.37,57.4,32.2,37.5,95.1,36.2,93.8,2022,0.6,0.34,0.38,0.95,0.36,0.94,0.04,0.09,0.41
153,Yonsei University (Seoul campus),18521,0.15,0.21,57.4,54.9,58.2,55.7,96.9,58.6,2022,0.6,0.58,0.58,0.56,0.97,0.59,0.04,0.07,0.23
154,University of Florida,47007,0.16,0.09,57.3,54.5,58.9,62.0,58.4,42.7,2022,0.6,0.58,0.59,0.62,0.58,0.43,0.11,0.08,0.1
155,Université Paris Cité,62366,0.17,0.19,57.2,48.8,35.5,86.5,36.3,67.7,2022,0.6,0.52,0.36,0.86,0.36,0.68,0.15,0.08,0.21
156,Pompeu Fabra University,11863,0.23,0.13,57.1,36.4,39.2,94.2,47.8,66.8,2022,0.6,0.39,0.39,0.94,0.48,0.67,0.03,0.11,0.14
157,Wuhan University,54421,0.15,0.07,56.9,43.2,37.7,92.3,80.9,39.8,2022,0.59,0.46,0.38,0.92,0.81,0.4,0.13,0.07,0.08
158,University of Aberdeen,13105,0.17,0.44,56.8,32.2,35.2,94.0,47.1,95.8,2022,0.59,0.34,0.35,0.94,0.47,0.96,0.03,0.08,0.48
159,University of Colorado Boulder,35491,0.17,0.1,56.8,43.2,42.8,88.1,43.2,47.2,2022,0.59,0.46,0.43,0.88,0.43,0.47,0.08,0.08,0.11
160,Université Catholique de Louvain,26424,0.39,0.2,56.8,38.4,52.1,73.2,62.5,80.9,2022,0.59,0.41,0.52,0.73,0.62,0.81,0.06,0.19,0.22
161,Durham University,17725,0.15,0.33,56.7,44.9,47.8,69.7,37.8,93.8,2022,0.59,0.48,0.48,0.7,0.38,0.94,0.04,0.07,0.36
