rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
41,École Polytechnique Fédérale de Lausanne,11641,0.12,0.62,75.4,65.6,70.7,84.5,71.7,98.0,2023,0.78,0.69,0.71,0.84,0.72,0.98,0.03,0.05,0.62
42,KU Leuven,47663,0.36,0.18,74.6,59.7,74.9,86.7,99.2,76.8,2023,0.77,0.63,0.75,0.87,0.99,0.77,0.1,0.16,0.18
43,Universität Heidelberg,19347,0.14,0.21,74.1,67.2,61.5,96.0,55.7,71.2,2023,0.77,0.71,0.62,0.96,0.56,0.71,0.04,0.06,0.21
44,Monash University,58725,0.42,0.41,73.6,56.9,68.7,90.4,78.4,91.0,2023,0.76,0.6,0.69,0.9,0.78,0.91,0.13,0.18,0.41
45,Chinese University of Hong Kong,18468,0.19,0.21,73.2,59.1,61.1,95.7,60.9,92.5,2023,0.76,0.62,0.61,0.96,0.61,0.93,0.04,0.08,0.21
46,McGill University,32309,0.12,0.3,73.0,62.0,72.4,82.5,43.5,91.0,2023,0.76,0.65,0.73,0.82,0.44,0.91,0.07,0.05,0.3
47,Paris Sciences et Lettres – PSL Research University Paris,16218,0.15,0.22,72.9,68.2,73.5,75.5,78.8,76.3,2023,0.76,0.72,0.74,0.76,0.79,0.77,0.04,0.06,0.22
48,University of Illinois at Urbana-Champaign,48674,0.17,0.22,72.7,67.1,78.9,78.1,50.1,56.2,2023,0.75,0.71,0.79,0.78,0.5,0.56,0.11,0.07,0.22
49,Karolinska Institute,8021,0.1,0.27,72.4,51.1,68.8,94.0,66.4,87.3,2023,0.75,0.54,0.69,0.94,0.66,0.88,0.02,0.04,0.27
50,University of Texas at Austin,49171,0.17,0.1,72.3,66.2,73.1,87.5,51.3,40.1,2023,0.75,0.7,0.73,0.88,0.51,0.4,0.11,0.07,0.1
51,Fudan University,36318,0.12,0.09,72.0,71.8,75.8,74.5,77.3,45.2,2023,0.75,0.76,0.76,0.74,0.77,0.45,0.08,0.05,0.09
52,Shanghai Jiao Tong University,37478,0.12,0.08,71.2,75.3,82.9,59.9,100.0,43.7,2023,0.74,0.79,0.83,0.6,1.0,0.44,0.08,0.05,0.08
53,The University of Queensland,41372,0.34,0.41,71.1,55.9,66.5,84.3,82.0,93.2,2023,0.74,0.59,0.67,0.84,0.82,0.93,0.09,0.15,0.41
54,University of Manchester,37035,0.14,0.44,70.9,54.5,63.7,91.3,45.3,92.7,2023,0.74,0.57,0.64,0.91,0.45,0.93,0.08,0.06,0.44
55,The University of Sydney,45853,0.19,0.45,70.9,53.1,65.8,88.5,73.2,90.6,2023,0.74,0.56,0.66,0.88,0.73,0.91,0.1,0.08,0.45
56,Seoul National University,26209,0.15,0.1,70.8,75.2,76.2,67.6,96.6,35.9,2023,0.73,0.79,0.76,0.68,0.97,0.36,0.06,0.06,0.1
57,Washington University in St Louis,14420,0.08,0.24,70.6,60.3,56.8,98.2,47.5,64.0,2023,0.73,0.64,0.57,0.98,0.48,0.64,0.03,0.03,0.24
58,The Hong Kong University of Science and Technology,9864,0.21,0.32,70.5,51.4,63.4,87.7,95.0,97.7,2023,0.73,0.54,0.64,0.88,0.95,0.98,0.02,0.09,0.32
59,Wageningen University & Research,15404,0.19,0.27,70.3,50.4,60.2,93.2,100.0,88.8,2023,0.73,0.53,0.6,0.93,1.0,0.89,0.03,0.08,0.27
60,University of Amsterdam,29157,0.14,0.32,69.6,48.0,64.1,93.3,44.4,91.9,2023,0.72,0.51,0.64,0.93,0.44,0.92,0.06,0.06,0.32
61,Brown University,10037,0.1,0.21,69.3,64.5,58.0,89.5,39.0,63.3,2023,0.72,0.68,0.58,0.9,0.39,0.63,0.02,0.04,0.21
62,Australian National University,16758,0.15,0.51,69.0,51.3,69.2,81.8,45.6,96.0,2023,0.72,0.54,0.69,0.82,0.46,0.96,0.04,0.06,0.51
63,"University of California, Davis",37639,0.13,0.18,68.5,59.7,66.3,80.9,52.4,68.7,2023,0.71,0.63,0.66,0.81,0.52,0.69,0.08,0.06,0.18
64,"University of California, Santa Barbara",25860,0.28,0.2,68.4,44.6,61.5,96.2,80.1,76.0,2023,0.71,0.47,0.62,0.96,0.8,0.76,0.06,0.12,0.2
65,University of Southern California,40549,0.13,0.22,68.3,58.9,58.6,90.4,43.8,63.7,2023,0.71,0.62,0.59,0.9,0.44,0.64,0.09,0.06,0.22
66,Utrecht University,32532,0.17,0.13,68.2,44.3,66.0,91.2,72.7,78.8,2023,0.71,0.47,0.66,0.91,0.73,0.79,0.07,0.07,0.13
67,Zhejiang University,46124,0.12,0.16,68.1,67.3,74.8,62.8,100.0,55.1,2023,0.71,0.71,0.75,0.63,1.0,0.55,0.1,0.05,0.16
68,Kyoto University,22269,0.09,0.12,68.0,77.5,79.1,52.3,88.6,40.5,2023,0.71,0.82,0.79,0.52,0.89,0.41,0.05,0.04,0.12
69,University of North Carolina at Chapel Hill,31080,0.08,0.08,67.8,58.9,59.7,93.3,46.0,41.7,2023,0.7,0.62,0.6,0.93,0.46,0.42,0.07,0.03,0.08
70,Delft University of Technology,20299,0.16,0.31,67.7,58.8,76.4,59.1,93.4,94.2,2023,0.7,0.62,0.77,0.59,0.93,0.94,0.04,0.07,0.31
71,Boston University,27243,0.11,0.31,67.5,55.9,56.1,92.9,41.1,65.9,2023,0.7,0.59,0.56,0.93,0.41,0.66,0.06,0.05,0.31
72,UNSW Sydney,45133,0.36,0.4,67.5,51.1,59.0,85.9,63.5,95.1,2023,0.7,0.54,0.59,0.86,0.64,0.95,0.1,0.16,0.4
73,Charité - Universitätsmedizin Berlin,8429,0.18,0.21,67.2,48.5,52.2,98.8,87.1,69.3,2023,0.7,0.51,0.52,0.99,0.87,0.7,0.02,0.08,0.21
74,University of Science and Technology of China,18573,0.08,0.06,67.1,65.0,64.9,78.8,69.4,36.9,2023,0.7,0.69,0.65,0.79,0.69,0.37,0.04,0.03,0.06
75,University of Groningen,30009,0.24,0.28,66.6,45.4,57.6,90.4,75.8,89.8,2023,0.69,0.48,0.58,0.9,0.76,0.9,0.07,0.1,0.28
76,University of Bristol,25680,0.15,0.31,66.5,43.8,53.4,98.6,43.5,89.4,2023,0.69,0.46,0.54,0.99,0.44,0.9,0.06,0.06,0.31
77,Leiden University,33648,0.19,0.2,66.4,43.2,64.4,86.6,68.4,85.4,2023,0.69,0.46,0.65,0.87,0.68,0.86,0.07,0.08,0.2
78,Yonsei University (Seoul campus),19481,0.15,0.17,66.3,67.0,68.9,63.9,94.8,52.8,2023,0.69,0.71,0.69,0.64,0.95,0.53,0.04,0.06,0.17
79,Hong Kong Polytechnic University,19046,0.29,0.3,65.8,46.6,57.0,86.7,56.0,97.6,2023,0.68,0.49,0.57,0.87,0.56,0.98,0.04,0.12,0.3
80,Erasmus University Rotterdam,31668,0.34,0.22,65.7,38.6,57.1,95.6,64.4,89.7,2023,0.68,0.41,0.57,0.96,0.64,0.9,0.07,0.15,0.22
81,University of Wisconsin-Madison,40701,0.1,0.14,65.5,59.7,62.9,78.7,48.4,51.8,2023,0.68,0.63,0.63,0.79,0.48,0.52,0.09,0.04,0.14
82,Emory University,13190,0.04,0.2,65.3,54.8,46.0,98.0,48.6,59.8,2023,0.68,0.58,0.46,0.98,0.49,0.6,0.03,0.02,0.2
83,University of Glasgow,28540,0.14,0.41,65.3,43.3,50.8,96.5,41.9,93.8,2023,0.68,0.46,0.51,0.96,0.42,0.94,0.06,0.06,0.41
84,University of Zurich,25003,0.14,0.22,65.3,51.5,50.7,87.5,57.6,93.0,2023,0.68,0.54,0.51,0.88,0.58,0.93,0.05,0.06,0.22
85,McMaster University,26403,0.29,0.2,65.1,42.7,51.1,94.6,89.9,84.7,2023,0.68,0.45,0.51,0.95,0.9,0.85,0.06,0.12,0.2
86,Humboldt University of Berlin,34399,0.53,0.17,64.9,55.2,64.3,75.6,42.8,70.5,2023,0.67,0.58,0.64,0.76,0.43,0.71,0.07,0.23,0.17
87,University of Tübingen,20620,0.28,0.13,64.9,51.1,58.2,84.5,79.9,64.1,2023,0.67,0.54,0.58,0.84,0.8,0.64,0.04,0.12,0.13
88,University of Adelaide,23102,0.33,0.32,64.7,42.7,51.8,92.2,65.3,93.6,2023,0.67,0.45,0.52,0.92,0.65,0.94,0.05,0.14,0.32
89,University of Bonn,27210,0.48,0.17,64.6,51.6,56.1,86.0,55.0,68.7,2023,0.67,0.54,0.56,0.86,0.55,0.69,0.06,0.21,0.17
90,Sorbonne University,41443,0.14,0.21,64.5,58.7,58.3,76.6,40.0,72.3,2023,0.67,0.62,0.58,0.77,0.4,0.73,0.09,0.06,0.21
91,Free University of Berlin,26497,0.42,0.23,64.2,54.2,62.4,74.8,41.7,76.4,2023,0.67,0.57,0.63,0.75,0.42,0.77,0.06,0.18,0.23
92,Korea Advanced Institute of Science and Technology (KAIST),9946,0.11,0.09,64.2,64.5,66.0,65.7,100.0,38.2,2023,0.67,0.68,0.66,0.66,1.0,0.38,0.02,0.05,0.09
93,Université Paris-Saclay,44443,0.15,0.19,63.9,56.7,55.2,79.1,54.6,69.7,2023,0.66,0.6,0.55,0.79,0.55,0.7,0.1,0.06,0.19
94,University of Bern,11728,0.17,0.17,63.7,46.0,46.5,90.7,86.3,88.2,2023,0.66,0.49,0.47,0.91,0.86,0.88,0.03,0.07,0.17
95,"University of California, Irvine",36655,0.17,0.28,63.6,43.5,51.6,93.6,59.4,73.2,2023,0.66,0.46,0.52,0.94,0.59,0.73,0.08,0.07,0.28
96,Institut Polytechnique de Paris,5999,0.07,0.41,63.6,58.5,58.8,64.8,72.7,95.6,2023,0.66,0.62,0.59,0.65,0.73,0.96,0.01,0.03,0.41
97,Nanjing University,36426,0.16,0.08,63.6,58.4,58.2,74.3,87.3,55.2,2023,0.66,0.62,0.58,0.74,0.87,0.55,0.08,0.07,0.08
98,Vanderbilt University,12696,0.04,0.15,63.5,49.5,47.5,96.5,66.7,50.6,2023,0.66,0.52,0.48,0.96,0.67,0.51,0.03,0.02,0.15
99,City University of Hong Kong,9099,0.12,0.62,63.4,47.2,53.0,79.9,76.6,99.6,2023,0.66,0.5,0.53,0.8,0.77,1.0,0.02,0.05,0.62
100,RWTH Aachen University,39738,0.5,0.28,63.4,56.8,64.5,66.1,93.8,65.1,2023,0.66,0.6,0.65,0.66,0.94,0.65,0.09,0.22,0.28
101,University of Basel,8632,0.11,0.3,63.0,47.0,44.1,86.5,99.2,96.8,2023,0.65,0.5,0.44,0.86,0.99,0.97,0.02,0.05,0.3
102,King Abdulaziz University,31545,0.08,0.22,63.0,51.7,36.7,91.9,74.2,93.6,2023,0.65,0.55,0.37,0.92,0.74,0.94,0.07,0.03,0.22
103,University of Minnesota,61009,0.12,0.1,63.0,55.1,56.9,81.2,77.8,41.7,2023,0.65,0.58,0.57,0.81,0.78,0.42,0.13,0.05,0.1
104,"University of Maryland, College Park",33775,0.16,0.11,62.9,48.1,57.7,89.7,40.0,42.6,2023,0.65,0.51,0.58,0.9,0.4,0.43,0.07,0.07,0.11
105,University of Warwick,23230,0.13,0.44,62.9,44.8,49.6,88.1,42.7,94.9,2023,0.65,0.47,0.5,0.88,0.43,0.95,0.05,0.06,0.44
106,Michigan State University,45465,0.16,0.13,62.8,56.2,55.6,78.8,39.9,61.9,2023,0.65,0.59,0.56,0.79,0.4,0.62,0.1,0.07,0.13
107,Ghent University,39437,0.36,0.12,62.7,48.6,60.1,77.8,80.0,63.9,2023,0.65,0.51,0.6,0.78,0.8,0.64,0.09,0.16,0.12
108,University of Birmingham,31820,0.15,0.34,62.6,40.5,46.2,95.2,42.3,92.2,2023,0.65,0.43,0.46,0.95,0.42,0.92,0.07,0.06,0.34
109,University of Southampton,21175,0.14,0.39,62.6,41.4,47.5,92.3,44.1,94.6,2023,0.65,0.44,0.48,0.92,0.44,0.95,0.05,0.06,0.39
110,University of Helsinki,23059,0.16,0.05,62.5,45.9,58.5,86.6,39.1,57.0,2023,0.65,0.48,0.59,0.87,0.39,0.57,0.05,0.07,0.05
111,University of Montreal,38189,0.21,0.22,62.3,50.9,53.2,75.8,76.5,85.5,2023,0.65,0.54,0.53,0.76,0.76,0.86,0.08,0.09,0.22
112,Ohio State University (Main campus),55814,0.12,0.13,62.2,53.0,51.2,83.4,55.3,60.3,2023,0.65,0.56,0.51,0.83,0.55,0.6,0.12,0.05,0.13
113,University of Freiburg,20253,0.37,0.17,61.9,47.8,52.8,80.8,96.2,67.3,2023,0.64,0.5,0.53,0.81,0.96,0.68,0.04,0.16,0.17
114,University of Copenhagen,31519,0.04,0.16,61.7,45.1,47.5,87.2,55.0,84.7,2023,0.64,0.48,0.48,0.87,0.55,0.85,0.07,0.02,0.16
115,Université Paris Cité,62747,0.17,0.19,61.7,51.5,44.8,89.3,37.3,68.3,2023,0.64,0.54,0.45,0.89,0.37,0.69,0.14,0.07,0.19
116,University of Sheffield,27465,0.14,0.41,61.7,43.6,46.4,89.5,47.4,88.5,2023,0.64,0.46,0.47,0.9,0.47,0.89,0.06,0.06,0.41
117,Aarhus University,26475,0.14,0.1,61.2,40.6,60.0,77.6,74.1,77.9,2023,0.63,0.43,0.6,0.78,0.74,0.78,0.06,0.06,0.1
118,University of Alberta,32338,0.22,0.28,61.1,48.8,52.7,72.9,82.7,89.2,2023,0.63,0.51,0.53,0.73,0.83,0.89,0.07,0.09,0.28
119,University of Göttingen,30221,0.26,0.14,61.0,46.3,53.8,83.9,40.1,63.0,2023,0.63,0.49,0.54,0.84,0.4,0.63,0.07,0.11,0.14
120,Lund University,28545,0.12,0.18,61.0,40.5,55.5,81.0,79.5,78.5,2023,0.63,0.43,0.56,0.81,0.8,0.79,0.06,0.05,0.18
121,Vrije Universiteit Amsterdam,29796,0.2,0.16,60.9,38.4,52.2,87.5,59.1,79.4,2023,0.63,0.41,0.52,0.88,0.59,0.8,0.06,0.09,0.16
122,Lancaster University,14380,0.13,0.39,60.8,38.7,40.0,96.9,38.3,94.9,2023,0.63,0.41,0.4,0.97,0.38,0.95,0.03,0.06,0.39
123,Dartmouth College,6440,0.08,0.15,60.7,59.8,40.4,88.2,40.0,42.0,2023,0.63,0.63,0.41,0.88,0.4,0.42,0.01,0.03,0.15
124,Queen Mary University of London,20505,0.13,0.46,60.4,34.3,41.3,97.7,44.0,97.1,2023,0.63,0.36,0.41,0.98,0.44,0.97,0.04,0.06,0.46
125,University of Vienna,35929,0.43,0.29,60.4,49.4,59.3,65.1,44.8,95.8,2023,0.63,0.52,0.59,0.65,0.45,0.96,0.08,0.19,0.29
126,University of Oslo,21548,0.13,0.15,60.2,40.1,48.5,89.0,44.5,77.0,2023,0.62,0.42,0.49,0.89,0.44,0.77,0.05,0.06,0.15
127,Purdue University West Lafayette,44551,0.17,0.2,60.1,55.9,64.2,56.9,67.8,71.1,2023,0.62,0.59,0.64,0.57,0.68,0.71,0.1,0.07,0.2
128,University of Hamburg,30676,0.62,0.12,59.8,46.5,54.4,75.4,96.1,60.4,2023,0.62,0.49,0.55,0.75,0.96,0.61,0.07,0.27,0.12
129,University of Leeds,33990,0.15,0.36,59.8,46.0,47.8,79.3,40.5,91.8,2023,0.62,0.49,0.48,0.79,0.4,0.92,0.07,0.06,0.36
130,University of Nottingham,32875,0.15,0.31,59.6,41.8,44.1,86.6,41.7,90.4,2023,0.62,0.44,0.44,0.87,0.42,0.91,0.07,0.06,0.31
131,University of Antwerp,15857,0.32,0.17,59.4,36.4,46.2,90.4,83.5,71.8,2023,0.62,0.38,0.46,0.9,0.84,0.72,0.03,0.14,0.17
132,The University of Western Australia,18405,0.21,0.28,59.4,34.9,48.1,85.6,69.2,94.4,2023,0.62,0.37,0.48,0.86,0.69,0.95,0.04,0.09,0.28
133,University of Technology Sydney,27481,0.35,0.31,59.3,36.9,42.1,90.5,49.7,96.0,2023,0.62,0.39,0.42,0.9,0.5,0.96,0.06,0.15,0.31
134,Case Western Reserve University,10934,0.08,0.2,59.0,48.4,40.6,90.7,43.4,52.9,2023,0.61,0.51,0.41,0.91,0.43,0.53,0.02,0.03,0.2
135,University of Lausanne,13401,0.1,0.23,58.7,35.8,47.6,83.0,72.3,92.3,2023,0.61,0.38,0.48,0.83,0.72,0.93,0.03,0.04,0.23
136,Georgetown University,16074,0.08,0.19,58.6,55.5,35.0,88.0,54.0,49.1,2023,0.61,0.59,0.35,0.88,0.54,0.49,0.03,0.03,0.19
137,University of Exeter,24165,0.16,0.29,58.5,32.4,41.3,94.8,39.2,92.7,2023,0.61,0.34,0.41,0.95,0.39,0.93,0.05,0.07,0.29
138,University of Ottawa,36670,0.26,0.24,58.5,41.7,45.4,82.6,51.0,84.1,2023,0.61,0.44,0.46,0.83,0.51,0.84,0.08,0.11,0.24
139,University of Auckland,33093,0.22,0.32,58.4,36.8,44.3,85.4,56.4,94.3,2023,0.61,0.39,0.44,0.85,0.56,0.95,0.07,0.09,0.32
140,Newcastle University,25590,0.15,0.29,58.4,33.3,40.0,96.0,41.8,87.8,2023,0.61,0.35,0.4,0.96,0.42,0.88,0.06,0.06,0.29
141,Radboud University Nijmegen,21979,0.18,0.13,58.4,34.9,51.6,85.5,48.0,74.7,2023,0.61,0.37,0.52,0.86,0.48,0.75,0.05,0.08,0.13
142,University of Würzburg,23754,0.41,0.1,58.4,40.7,45.2,87.8,79.4,57.3,2023,0.61,0.43,0.45,0.88,0.79,0.57,0.05,0.18,0.1
143,University of York,17665,0.14,0.28,58.4,39.3,44.0,85.9,38.4,88.7,2023,0.61,0.41,0.44,0.86,0.38,0.89,0.04,0.06,0.28
144,University of Pittsburgh-Pittsburgh campus,26575,0.06,0.11,58.3,46.2,42.9,90.6,44.2,43.4,2023,0.6,0.49,0.43,0.91,0.44,0.44,0.06,0.03,0.11
145,Maastricht University,19909,0.19,0.56,58.2,38.4,49.6,75.5,73.2,98.1,2023,0.6,0.41,0.5,0.76,0.73,0.98,0.04,0.08,0.56
146,University of Cologne,33341,0.3,0.16,58.0,44.5,46.5,80.0,77.3,64.4,2023,0.6,0.47,0.47,0.8,0.77,0.65,0.07,0.13,0.16
147,Rice University,7068,0.09,0.28,57.9,46.5,39.7,84.4,44.5,75.3,2023,0.6,0.49,0.4,0.84,0.44,0.76,0.02,0.04,0.28
148,University of Colorado Boulder,34928,0.16,0.08,57.8,45.6,46.3,85.5,44.6,45.6,2023,0.6,0.48,0.46,0.86,0.45,0.46,0.08,0.07,0.08
149,Ulm University,10271,0.26,0.13,57.8,41.6,41.2,89.3,77.6,56.1,2023,0.6,0.44,0.41,0.89,0.78,0.56,0.02,0.11,0.13
150,Uppsala University,25548,0.15,0.17,57.8,37.6,55.7,75.2,71.5,72.6,2023,0.6,0.4,0.56,0.75,0.72,0.73,0.06,0.06,0.17
151,University of Florida,46807,0.16,0.08,57.7,55.0,58.7,64.2,51.4,41.4,2023,0.6,0.58,0.59,0.64,0.51,0.42,0.1,0.07,0.08
152,Penn State (Main campus),46863,0.14,0.16,57.7,47.8,53.8,75.2,41.6,48.3,2023,0.6,0.5,0.54,0.75,0.42,0.48,0.1,0.06,0.16
153,Tufts University,11399,0.1,0.16,57.7,47.1,36.7,92.2,43.4,51.4,2023,0.6,0.5,0.37,0.92,0.43,0.52,0.02,0.04,0.16
154,University of Rochester,10364,0.08,0.36,57.6,42.0,40.5,87.0,49.3,73.8,2023,0.6,0.44,0.41,0.87,0.49,0.74,0.02,0.03,0.36
155,KTH Royal Institute of Technology,13329,0.16,0.2,57.5,43.5,53.8,68.4,68.1,81.1,2023,0.6,0.46,0.54,0.68,0.68,0.81,0.03,0.07,0.2
156,Arizona State University (Tempe),50027,0.2,0.17,57.4,44.8,47.9,79.6,40.2,62.5,2023,0.6,0.47,0.48,0.8,0.4,0.63,0.11,0.09,0.17
157,Technical University of Berlin,20243,0.48,0.27,57.4,48.8,55.7,62.0,92.6,67.8,2023,0.6,0.51,0.56,0.62,0.93,0.68,0.04,0.21,0.27
158,TU Dresden,30382,0.31,0.16,57.4,48.8,50.7,69.1,92.4,60.5,2023,0.6,0.51,0.51,0.69,0.92,0.61,0.07,0.13,0.16
159,University of Virginia (Main campus),25810,0.09,0.13,57.4,48.1,39.8,86.6,45.8,52.5,2023,0.6,0.51,0.4,0.87,0.46,0.53,0.06,0.04,0.13
160,University of Cape Town,21069,0.13,0.15,57.2,33.9,43.8,88.7,53.3,78.8,2023,0.59,0.36,0.44,0.89,0.53,0.79,0.05,0.06,0.15
161,University of Bologna,69831,0.24,0.12,57.0,52.1,40.8,80.2,46.4,51.6,2023,0.59,0.55,0.41,0.8,0.46,0.52,0.15,0.1,0.12
